brand,dealer_name,address,city,state_region,country,postal_code,latitude,longitude,phone,fax,email,website,dealer_type,services_offered,dealer_id,sap_code,source
Deutz-Fahr; Lamborghini Trattori; SAME,Böckl Landmaschinen,SUEDBAHNHOFSTRASSE 6,ERBENDORF,Bayern,DE,92681,49.8346899,12.05705,09682 914 42,,boecklherbert@web.de,www.boeckl-landtechnik.de,Affiliated Dealer,PARTS; SERVICE; TRACTORS,C334C,0020005452,lamborghini_api
SAME,CLEMENS HOPING GMBH,"BAKUMER STR. 2A, BAKUM 49456",BAKUM,,DE,49456,52.722813,8.174493,04446 96828 0,,,www.hoping.de,,TRACTORS,2491,,same_nuxt_de-de
Deutz-Fahr; Lamborghini Trattori; SAME,D. Lankhorst & CO. GmbH Neuenkirchen,Uhlenbrock 3,Neuenkirchen / Bramsche,Niedersachen,DE,49586,52.4224543,7.8473057,05465 2031017,,jan@fjhofschroeer.de,www.fjhofschroeer.de,Dealer Branch,PARTS; SERVICE; TRACTORS,C1003X,0010000549,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; GreenPro,D. Lankhorst & Co. GmbH Emsbüren,Darwinstraße 1,Emsbüren,Niedersachsen,DE,48488,52.4092,7.31956,05903 21792 0,,emsbueren@lankhorst.de,www.lankhorst.de,Dealer Branch,PARTS; SERVICE; TRACTORS,C5297X,0010000549,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; GreenPro,D. Lankhorst & Co. GmbH Klein Berßen,Haselünnerstraße 6,Klein Berßen,Niedersachsen,DE,49777,52.7675868,7.4578795,05965 - 217,,klb@lankhorst.de,www.lankhorst.de,Dealer Branch,PARTS; SERVICE; TRACTORS; AGRICENTER,C5294X,0010000549,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; GreenPro,D. Lankhorst & Co. GmbH Neuenhaus,UELSENER STRASSE 31,NEUENHAUS,,DE,49828,52.4957811,6.9545987,05941 9233 0,,heinz.arns@lankhorst.de,www.lankhorst.de,Dealer,PARTS; SERVICE; TRACTORS; AGRICENTER,C5298X,0010000549,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; GreenPro,D. Lankhorst & Co. GmbH Rosendahl,Midlicherstraße 64,Rosendahl-Osterwick,Niedersachsen,DE,48720,52.0120707,7.1970671,02547 282,,rosendahl@lankhorst.de,www.lankhorst.de,Dealer Branch,PARTS; SERVICE; TRACTORS,C5296X,0010000549,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; GreenPro,D. Lankhorst & Co. GmbH Thüle,Sandkamp 14,Friesoythe/Mittelsten-Thüle,Niedersachsen,DE,26169,52.9598953,7.92694989,04495 68997 0,,thuele@lankhorst.de,www.lankhorst.de,Dealer Branch,PARTS; SERVICE; TRACTORS,C5295X,0010000549,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME,Dipl. Ing. Tietjen GmbH,Calle 40,Bücken,Niedersachsen,DE,27333,52.7755569,9.0836531,04251 93 40 14,,info@tietjengmbh.de,,Affiliated Dealer,PARTS; SERVICE,C4553X,0020014698,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; GreenPro,Dorn GmbH - Bruckberg,KREUT 6,BRUCKBERG,,DE,84079,48.5706286,12.0157316,08704 9295 0,,info@dorn-landtechnik.de,http://www.landtechnik-dorn.de,Dealer,PARTS; SERVICE; TRACTORS,C5480X,0010000718,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; GreenPro,Dorn GmbH - Schierling,Allersdorfer Straße 13,Schierling,Bayern,DE,84069,48.8327,12.1399,09451 94881 0,,schierling@dorn-landtechnik.de,http://www.landtechnik-dorn.de/,Dealer Branch,PARTS; SERVICE; TRACTORS,C5478X,0010000718,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; GreenPro,Dorn GmbH - Straubing,Philipp-Reis-Straße 14,Straubing,Bayern,DE,94315,48.8884884,12.6238647,09421/31000,,straubing@dorn-landtechnik.de,www.landtechnik-dorn.de/,Dealer Branch,PARTS; SERVICE; TRACTORS,C1997X,0010000718,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME,Ernst Holm,Hauptstraße 43,Dieksanderkoog,Schleswig Holstein,DE,25718,53.9726368,8.923847,04856 469,,ernst.holm@t-online.de,,Affiliated Dealer,PARTS; SERVICE; TRACTORS,C4641X,0020004074,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; GreenPro,FALTNER GMBH,HAUPTSTR. 20-24,BUECHLBERG,,DE,94124,48.6675745,13.5164506,08505 48 0,,michael.eder@faltner.de,www.faltner.de,Dealer,PARTS; SERVICE; TRACTORS,C5231X,0010000495,lamborghini_api
Lamborghini Trattori; SAME; Huerlimann,FLTR Nutzfahrzeuge & Landtechnik GmbH & Co. KG,Im grünen Viertel 8,Delitzsch,Sachsen,DE,04509,50.8324,13.8063,034202-371-0,,r.berger@fltr.de,,Affiliated Dealer,PARTS; SERVICE; TRACTORS,C148C,0020028269,lamborghini_api
SAME,Franz Steber Landmaschinen,"Kappelstr. 20, Ried-Zillenberg 86510",Ried-Zillenberg,,DE,86510,48.293923,11.068269,08208 77 80 64 3,,,,,PARTS; SERVICE; TRACTORS,659,,same_nuxt_de-de
Deutz-Fahr; Lamborghini Trattori; SAME,Gerhard Raum Landmaschinen und Kraftfahrzeuge e.K. Inhaber Peter Stengel,BRANDSTRASSE 10,OFFENHAUSEN,Bayern,DE,91238,49.44727,11.41458,09158 216,,info@raum-offenhausen.de,www.raum-offenhausen.de,Affiliated Dealer,PARTS; SERVICE; TRACTORS,C5350X,0020012243,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; GreenPro,HAEGELE TECHNIK GMBH,FABRIKSTRASSE 1,UHINGEN,,DE,73066,48.712533,9.567071,07161 65885 12,,verkauf@landtechnik-haegele.de,www.landtechnik-haegele.de,Dealer,PARTS; SERVICE; TRACTORS,C5486X,0010000724,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME,HEFELE LANDTECHNIK GMBH & CO. KG,Schwabaicher Straße 1 - Schwabmühlha,Langerringen,,DE,86853,48.1477,10.7563,08248 480,,info@hefele-landtechnik.de,www.landtechnik-hefele.de,Dealer,PARTS; SERVICE; TRACTORS,C5229X,0010000493,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME,HENKEL Land- und Gartentechnik,BIEBERGASSE 28,HUENFELD-MICHELSROMBACH,HE,DE,36088,50.6579948,9.66109279,06652 44 35,,a.henkel-landtechnik@t-online.de,,Affiliated Dealer,PARTS; SERVICE; TRACTORS,C1615X,0020014826,lamborghini_api
Lamborghini Trattori; SAME,HENNINGSEN LANDTECHNIK GMBH,HANS-CHRISTOPHERSEN ALLEE 1,BOEKLUND,,DE,24860,54.6004418,9.58697469,04623 1853 60,,email@dat-loept.de,www.dat-loep.de,Dealer,PARTS; SERVICE; TRACTORS,C5484X,0010000722,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME,HERRMANN LANDTECHNIK,NELKENSTRASSE 14,STEINFELD,,DE,97854,49.9545395,9.6724509,09359 909 593,,martin@herrmann-landtechnik.de,www.martin-herrmann-landtechnik.de,Dealer,PARTS; SERVICE; TRACTORS,C5481X,0010000719,lamborghini_api
SAME,HFT Hebe-und Fördertechnik GmbH Mühlhausen,"Am Görmarschen Kreuz 9, Mühlhausen 99974",Mühlhausen,,DE,99974,51.489500,9.327230,03601 75 16 31,,,,,PARTS; SERVICE; TRACTORS,2897,,same_nuxt_de-de
Deutz-Fahr; Lamborghini Trattori,HOFELICH-LANDTECHNIK GMBH,MAGIRUSSTRAßE 1,GERSTETTEN,,DE,89547,48.6385535,9.9681987,07323-5126,,gussenstadt@hofelichlandtechnik.de,www.hofelich-lt.de,Dealer,PARTS; SERVICE; TRACTORS,C5317X,0010000564,lamborghini_api
SAME,Harth GmbH,"HANFTALSTRASSE 2, Buchholz-Krautscheid 53567",Buchholz-Krautscheid,,DE,53567,50.697600,7.372170,02683 6044,,,www.fharth.de,,PARTS; SERVICE; TRACTORS,2618,,same_nuxt_de-de
Deutz-Fahr; Lamborghini Trattori; SAME,Heinrich Jasper,Otmerschstraße 6a,Hopsten,Nordrhein Westfalen,DE,48496,51.6432,6.95492,0171 306 34 44,,jasper.hd6@gmail.com,,Affiliated Workshop,,C368C,0020028491,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME,Heinrich Sous OHG - Aachen,Zehnthofweg 2,Aachen - Rothe Erde,,DE,52068,50.7794137144726,6.13497506861708,06553 920717,,Manuela-reusch@alff.de,www.heinrichsous.de,Dealer Branch,PARTS; SERVICE; TRACTORS,C823C,0020010500,lamborghini_api
SAME,Hemker Dieter Landmaschinen,"Loccumer Str. 4, Leese 31633",Leese,,DE,31633,52.493111,9.116030,05761 22 03,,,,,PARTS; SERVICE; TRACTORS,711,,same_nuxt_de-de
Deutz-Fahr; Lamborghini Trattori; SAME,Hesseland Land- und Kommunaltechnik,Im Gewerbegebiet,Bad Bibra,Sachsen-Anhalt,DE,06647,51.2124476,11.5871701,034465 20368,,info@hesseland.de,www.hesseland.de,Affiliated Dealer,PARTS; SERVICE; TRACTORS,C972X,0020020048,lamborghini_api
Lamborghini Trattori; SAME,Hiller Landtechnik GmbH,Volkeningstraße 66,Hille,DE,DE,32479,52.3576316,8.7428407,05703/515620,,k.meier-bunge@hillerlandtechnik.de,www.hillerlandtechnik.de,Dealer,PARTS; SERVICE; TRACTORS,C2088X,0010001945,lamborghini_api
Lamborghini Trattori; SAME,IMKEN LANDMASCHINEN GMBH & CO. KG,BUNDESSTRASSE 55,JADE-SCHWEIBURG,,DE,26349,53.338,8.1901,04455 9118 00,,verkauf@imken-landmaschinen.de,www.imken-landmaschinen.de,Dealer,PARTS; SERVICE; TRACTORS,C5436X,0010000676,lamborghini_api
Lamborghini Trattori; SAME,JAEGER,AUERBERGSTRASSE 33,BERNBEUREN,,DE,86975,47.737,10.7728,08860 387,,jaeger.auerberg@t-online.de,www.jaeger-auerberg.de,Dealer,PARTS; SERVICE; TRACTORS,C5491X,0010000729,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; Huerlimann,JENNE LANDMASCHINEN GMBH,ENDINGER STRASSE 65,ENDINGEN,Baden-Württemberg,DE,79346,48.1371332,7.660073,07642 1085,,info@jenne-landmaschinen.de,www.jenne-landmaschinen.de,Dealer,PARTS; SERVICE; TRACTORS,C5468X,0010000708,lamborghini_api
SAME,Jenuwein Karl Landtechnik,"Birkenallee 5, Fischbach/Aretsried 86850",Fischbach/Aretsried,,DE,86850,48.306901,10.649196,08236 15 31,,,,,PARTS; SERVICE; TRACTORS,658,,same_nuxt_de-de
Lamborghini Trattori; SAME,Johann Fehlberger GmbH,Penzing 3,Lengdorf,Bayern,DE,84435,48.2371,12.0391,08083/53060,,landtechnik.heller@fehlberberger.de,,Affiliated Dealer,PARTS,C2091X,0020004677,lamborghini_api
Lamborghini Trattori; SAME,Juffinger Land- u. Forsttechnik,NIKLASREUTH 3,IRSCHENBERG,,DE,83737,47.7836291,11.9185204,08025 1005,,juffinger@gmx.de,,Dealer,PARTS; SERVICE; TRACTORS,C5464X,0010000704,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME,Junge Landtechnik  GmbH & Co. KG,LINDENALLEE 5,GEESTLAND,,DE,27624,53.6263529,8.8977468,+49 (0) 4745 93151-1,,info@junge-landtechnik.de,www.junge-landtechnik.de,Dealer,PARTS; SERVICE; TRACTORS,C5438X,0010002839,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; GreenPro,KAMHUBER LANDMASCHINEN,ERLACH 2,UNTERNEUKIRCHEN,,DE,84579,48.1564215,12.6051054,08634 627450,,info@kamhuber.eu,www.kamhuber.eu,Dealer,PARTS; SERVICE; TRACTORS,C5475X,0010003664,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME,KAPPES GMBH,AUSTRASSE 4,NIEDERSTETTEN,Baden-Württemberg,DE,97996,49.4049935,9.9167402,07932 6056 0,,kappes-niederstetten@t-online.de,http://www.kappes-landtechnik.de/,Affiliated Dealer,PARTS; SERVICE; TRACTORS,C335C,0020005116,lamborghini_api
