brand,dealer_id,dealer_name,name_affix,address,house_number,city,state_region,country,country_name,postal_code,latitude,longitude,phone,email,website,dealer_type,is_independent_service_partner,services_offered,delivery_programs,delivery_program_icons,dealer_locator_ids
CLAAS,30325265,Eisenhuber Landtechnik GmbH,,Oberweidlham,13,Sankt Florian,,AT,Austria,4490,48.1712381,14.406427,+43(0)676 821261828,johannes@landtechnik-eisenhuber.at,,Sales & Service,False,Tractors; Service & Parts,07A; 07B; 07C,tractors; service_and_parts,1; 12; 5; 6; 9
CLAAS,30147815,FRAKAM Landtechnik GmbH,,Kaiblinger Kogel,3,Steinbach an der Steyr,,AT,Austria,4596,47.96265,14.30108,+43 (0) 7257 7817 0,info@frakam.at,www.frakam.at,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,03C; 02B; 01A; 01B; 03D; 02C; 01C; 02D; 03E; 03F; 02E; 01D; 02F; 07A; 07B; 07C; 04A; 03A; 02A; 03B,tractors; service_and_parts; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,12; 1; 5; 6; 9
CLAAS,25419445,Fabian Holzmeister,,Leoganger Strasse,51A,Saalfelden,,AT,Austria,5760,47.4303317,12.8322746,,fabian.holzmeister@agrartechnik1.at,,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; EASY (Electronics); Balers,03C; 01A; 01B; 03D; 03E; 01C; 01D; 03F; 07A; 07B; 07C; 04A; 03A; 03B,tractors; service_and_parts; forage_harvester_machinery; telehandlers; easy; balers,1; 12; 5; 6; 9
CLAAS,30132069,Felix Haider,Landtechnik-Fachbetrieb e. U.,Obermühl 16,,Unterweissenbach,,AT,Austria,4273,48.43983,14.77933,+43 (0) 7956 72 68,office@haider-landtechnik.at,www.haider-landtechnik.at,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; EASY (Electronics); Balers,01A; 03C; 03D; 01B; 01C; 03E; 03F; 01D; 07A; 07B; 07C; 04A; 03A; 03B,tractors; service_and_parts; forage_harvester_machinery; telehandlers; easy; balers,12; 1; 5; 6; 9
CLAAS,30321074,Georg Lobnig,Landtechnik,Ruden,11,Ruden,,AT,Austria,9113,46.66007,14.77221,+430434234229,landtechnik.lobnig@aon.at,https://www.lobnig-landtechnik.at/,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,03C; 02B; 01A; 01B; 03D; 02C; 01C; 02D; 03E; 03F; 02E; 01D; 02F; 07A; 07B; 07C; 04A; 03A; 02A; 03B,tractors; service_and_parts; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,1; 12; 5; 6; 9
CLAAS,30033257,Gerald Rohregger,,Gerlosstraße,100,Mittersill,,AT,Austria,5730,47.27831,12.47268,,rohregger@gero-landtechnik.at,,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; EASY (Electronics); Balers,01A; 03C; 03D; 01B; 01C; 03E; 01D; 03F; 07A; 07B; 07C; 04A; 03A; 03B,tractors; service_and_parts; forage_harvester_machinery; telehandlers; easy; balers,12; 1; 5; 6; 9
CLAAS,30087477,Gerhard Krainz,,Zeiss-Straße,7,Ebenthal in Kärnten,,AT,Austria,9065,46.6191728,14.4040118,,,,Sales & Service,False,Tractors; Service & Parts,07A; 07B; 07C,tractors; service_and_parts,1; 12; 5; 6; 9
CLAAS,23678854,Gradwohl Landtechnik,,Lehenstr.,4,Hollenthon,,AT,Austria,2812,47.59136,16.25762,+43 (0) 2645 7240,landtechnik.gradwohl@aon.at,www.landtechnikgradwohl.at,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; EASY (Electronics); Balers,03C; 01A; 03D; 01B; 01C; 03E; 01D; 03F; 07A; 07B; 07C; 04A; 03A; 03B,tractors; service_and_parts; forage_harvester_machinery; telehandlers; easy; balers,12; 1; 5; 6; 9
CLAAS,30291113,Günter Anderl,KFZ Werkstätte & Handel,Harmanschlag,23,Sankt Martin,,AT,Austria,3971,48.64744,14.78938,+43 (0) 2857 2286 4,kfz@anderl.biz,www.anderl.biz,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; EASY (Electronics); Balers,01A; 03C; 03D; 01B; 01C; 03E; 03F; 01D; 07A; 07B; 07C; 04A; 03A; 03B,tractors; service_and_parts; forage_harvester_machinery; telehandlers; easy; balers,12; 1; 5; 6; 9
CLAAS,30033211,Holler Land- und Metalltechnik GmbH,,Aich,20,Mühlen,,AT,Austria,8822,47.02794,14.48952,+43 (0) 3586 21 72,office@lmt-holler.at,www.land-metalltechnik-holler.at/landtechnik/,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,01A; 03C; 02B; 01B; 03D; 02C; 01C; 03E; 02D; 01D; 03F; 02E; 02F; 07A; 07B; 07C; 04A; 03A; 03B; 02A,tractors; service_and_parts; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,1; 12; 5; 6; 9
CLAAS,30246864,KFZ Armstorfer,,Zettlau,6,Lamprechtshausen,,AT,Austria,5112,47.98518,13.0013,+43 (0) 627464084,kfz-armstorfer@gmx.at,www.kfz-armstorfer.at,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; EASY (Electronics); Balers,03C; 01A; 03D; 01B; 01C; 03E; 03F; 01D; 07A; 07B; 07C; 04A; 03A; 03B,tractors; service_and_parts; forage_harvester_machinery; telehandlers; easy; balers,1; 12; 5; 6; 9
CLAAS,30083104,Kaufmann Landtechnik GmbH,,Neudorf,188,Ilz,,AT,Austria,8262,47.08315,15.955,+43 (0) 3385 66 088,office@kaufmann-landtechnik.at,www.kaufmann-landtechnik.at,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,03C; 02B; 01A; 01B; 03D; 02C; 02D; 03E; 01C; 03F; 02E; 01D; 02F; 07A; 07B; 07C; 04A; 03A; 02A; 03B,tractors; service_and_parts; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,11; 1; 12; 5; 6; 9
CLAAS,30386938,Kupfner Landtechnik GmbH,,Erlach,6,Pischelsdorf am Engelbach,,AT,Austria,5233,48.1444913,13.0887066,,info@kupfner-landtechnik.at,https://kupfner-landtechnik.at/,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; EASY (Electronics); Balers,03C; 01A; 03D; 01B; 03E; 01C; 03F; 01D; 07A; 07B; 07C; 04A; 03A; 03B,tractors; service_and_parts; forage_harvester_machinery; telehandlers; easy; balers,1; 12; 5; 6; 9
CLAAS,25049057,Landtechnik Flachau,,Flachauer Straße,22,Flachau,,AT,Austria,5542,47.35686,13.39033,,martin.walchhofer@sbg.at,,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; EASY (Electronics); Balers,01A; 03C; 03D; 01B; 01C; 03E; 03F; 01D; 07A; 07B; 07C; 04A; 03A; 03B,tractors; service_and_parts; forage_harvester_machinery; telehandlers; easy; balers,12; 1; 5; 6; 9
CLAAS,30253350,Landtechnik Hütter GmbH & Co KG,,Burgfried,210,Gnas,,AT,Austria,8342,46.8826064,15.8172846,,office@lt-huetter.at,www.lt-huetter.at,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; EASY (Electronics); Balers,01A; 03C; 03D; 01B; 01C; 03E; 03F; 01D; 07A; 07B; 07C; 04A; 03A; 03B,tractors; service_and_parts; forage_harvester_machinery; telehandlers; easy; balers,1; 12; 5; 6; 9
CLAAS,30033236,Leopold Lunzer Gesellschaft m.b.H.,,Markt,23 A,Kaumberg,,AT,Austria,2572,48.0247408,15.9016738,+43 (0) 2765 22 0,leopold@lunzer.at,www.Lunzer.at,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; EASY (Electronics); Balers,03C; 01A; 03D; 01B; 01C; 03E; 03F; 01D; 07A; 07B; 07C; 04A; 03A; 03B,tractors; service_and_parts; forage_harvester_machinery; telehandlers; easy; balers,1; 12; 5; 6; 9
CLAAS,25386772,Mair Landtechnik GmbH & Co KG,,Müllerbachstraße,22,Gschwandt,,AT,Austria,4816,47.92391,13.83116,,karl@mairlandtechnik.at,www.mairlandtechnik.at,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; EASY (Electronics); Balers,01A; 03C; 03D; 01B; 03E; 01C; 01D; 03F; 07A; 07B; 07C; 04A; 03A; 03B,tractors; service_and_parts; forage_harvester_machinery; telehandlers; easy; balers,1; 12; 5; 6; 9
CLAAS,30146287,Martin Modl,Landtechnik,Stadionstrasse,18,Radenthein,Carinthia,AT,Austria,9545,46.7979004,13.7120199,,office@lt-modl.at,www.lt-modl.at,Sales & Service,False,Tractors; Service & Parts,07A; 07B; 07C,tractors; service_and_parts,12; 1; 5; 6; 9
CLAAS,30278545,Mühlbacher Maschinen GmbH,,Litzelsdorf,223,Tamsweg,,AT,Austria,5580,47.13369,13.7925,+43 (0) 6474 6035,muehlbacher.maschinen@sbg.at,www.muehlbacher-maschinen.at,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; EASY (Electronics); Balers,01A; 03C; 03D; 01B; 01C; 03E; 03F; 01D; 07A; 07B; 07C; 04A; 03A; 03B,tractors; service_and_parts; forage_harvester_machinery; telehandlers; easy; balers,12; 1; 5; 6; 9
CLAAS,30033169,Pehn Kfz und Landtechnik GmbH,,Hammerwerk,4,Ottenschlag,,AT,Austria,3631,48.44773,15.20999,+43 (0) 2872 6473,office@pehn-landtechnik.at,www.pehn-landtechnik.at,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; EASY (Electronics); Balers,01A; 03C; 03D; 01B; 03E; 01C; 03F; 01D; 07A; 07B; 07C; 04A; 03A; 03B,tractors; service_and_parts; forage_harvester_machinery; telehandlers; easy; balers,1; 12; 5; 6; 9
CLAAS,30049383,Pongruber & Söhne,,Fahrenzaglstraße,8,Elixhausen bei Salzburg,,AT,Austria,5161,47.86673,13.07601,+43 (0) 662 48 0289,landtechnik@pongruber.at,www.pongruber-landtechnik.at,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,01A; 02B; 03C; 01B; 03D; 02C; 02D; 03E; 01C; 03F; 02E; 01D; 02F; 07A; 07B; 07C; 04A; 03A; 02A; 03B,tractors; service_and_parts; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,12; 1; 5; 6; 9
CLAAS,23917425,RSD Gschaider GmbH,,Lastenstr.,6,Lengau,,AT,Austria,5211,48.00163,13.22724,,a.lechner@rsd-gschaider.at,www.rsd-gschaider.at,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; EASY (Electronics); Balers,01A; 03C; 01B; 03D; 01C; 03E; 03F; 01D; 07A; 07B; 07C; 04A; 03A; 03B,tractors; service_and_parts; forage_harvester_machinery; telehandlers; easy; balers,12; 1; 5; 6; 9
CLAAS,24968924,Riegler Agrartechik,,Schadneramt,22,Gresten,,AT,Austria,3264,47.98503,14.99824,,office@agrartechnik-riegler.at,www.agrartechnik-riegler.at,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; EASY (Electronics); Balers,03C; 01A; 03D; 01B; 01C; 03E; 03F; 01D; 07A; 07B; 07C; 04A; 03A; 03B,tractors; service_and_parts; forage_harvester_machinery; telehandlers; easy; balers,1; 12; 5; 6; 9
CLAAS,30049392,Robert Schuster - Grund,Fahrzeuge und Landmaschinen Ges.m.b.H.,Grund,160,Grund,,AT,Austria,2041,48.61761,16.07144,+43 (0) 2951 84 46,robert.schuster@landtechnik-schuster.at,www.landtechnik-schuster.at,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,03C; 02B; 01A; 01B; 03D; 02C; 01C; 03E; 02D; 03F; 02E; 01D; 02F; 07A; 07B; 07C; 04A; 03A; 02A; 03B,tractors; service_and_parts; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,1; 12; 5; 6; 9
CLAAS,30144152,Robert Schuster - Mistelbach,,Wirtschaftspark,13,Mistelbach,,AT,Austria,2130,48.56894,16.63641,+43 (0) 2951 84 46,thomas.schuster@landtechnik-schuster.at,www.landtechnik-schuster.at,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,03C; 02B; 01A; 01B; 03D; 02C; 03E; 02D; 01C; 02E; 03F; 01D; 02F; 07A; 07B; 07C; 04A; 03A; 02A; 03B,tractors; service_and_parts; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,11; 12; 1; 5; 6; 9
CLAAS,30109335,SCHÖN Gerhard,Land- und Gartentechnik,Grabenseer Hauptstraße,75,Grabensee,,AT,Austria,3041,48.2336886,15.9363608,+43 (0) 277258236,office@landtechnik-schoen.at,www.landtechnik-schoen.at,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; EASY (Electronics); Balers,01A; 03C; 03D; 01B; 01C; 03E; 03F; 01D; 07A; 07B; 07C; 04A; 03A; 03B,tractors; service_and_parts; forage_harvester_machinery; telehandlers; easy; balers,12; 1; 5; 6; 9
CLAAS,30416225,Schönauer KG,,Durchholzen,30 b,Walchsee,,AT,Austria,6344,47.6385238,12.2823179,,,,Sales & Service,False,Tractors; Service & Parts,07A; 07C,tractors; service_and_parts,12; 1; 5; 6; 9
CLAAS,300004101,Strasser Landtechnik GmbH,,Mehringerau,3,Neukirchen am Walde,,AT,Austria,4724,48.4245628,13.7548759,+43043072783659,,www.strasser-landtechnik.com,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; EASY (Electronics); Balers,03C; 01A; 03D; 01B; 01C; 03F; 01D; 07A; 07B; 07C; 04A; 03A; 03B,tractors; service_and_parts; forage_harvester_machinery; telehandlers; easy; balers,12; 1; 5; 9
CLAAS,30095664,Tisch Leopold,,Im Prater,5,Puchberg am Schneeberg,,AT,Austria,2734,47.79409,15.88102,,office@landmaschinentchnik-tisch.at,www.landmaschinentechnik-tisch.at,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; EASY (Electronics); Balers,03C; 01A; 03D; 01B; 01C; 03E; 03F; 01D; 07A; 07B; 07C; 04A; 03A; 03B,tractors; service_and_parts; forage_harvester_machinery; telehandlers; easy; balers,12; 1; 5; 6; 9
CLAAS,30033274,Tripolt KFZ-Landtechnik GmbH,,Obdacherstraße,577,Bad St. Leonhard,,AT,Austria,9462,46.97221,14.78257,+43 (0) 4350 22 31,office@tripolt.net,,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; EASY (Electronics); Balers,03C; 01A; 03D; 01B; 01C; 03E; 03F; 01D; 07A; 07B; 07C; 04A; 03A; 03B,tractors; service_and_parts; forage_harvester_machinery; telehandlers; easy; balers,12; 1; 5; 6; 9
CLAAS,300003189,Unser Lagerhaus WHG,Werkstätte Treibach,Funderstrasse,18,Althofen,,AT,Austria,9330,46.8651037,14.4646529,,,,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,01A; 02B; 03C; 01B; 02C; 03D; 01C; 03E; 02D; 01D; 03F; 02E; 01E; 02F; 02G; 07A; 07B; 07C; 04A; 03A; 02A; 03B,tractors; service_and_parts; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,12; 1; 5; 6
CLAAS,300003790,Unser Lagerhaus WHG,Werkstätte Schlitters,Dorfstraße,13,Schlitters,,AT,Austria,6262,47.3767702,11.8416148,,,,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,02B; 01A; 03C; 02C; 03D; 01B; 02D; 01C; 03E; 01D; 03F; 02E; 01E; 02F; 02G; 07A; 07B; 07C; 04A; 03A; 03B; 02A,tractors; service_and_parts; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,12; 1; 5; 6
CLAAS,30049388,Walter Wagner,,Hauptstr.,56,Gaishorn am See,,AT,Austria,8783,47.4914473,14.5533995,+43 (0) 3617 22 45-0,info@landmaschinen-wagner.at,www.landmachinen-wagner.at,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; EASY (Electronics); Balers,01A; 03C; 03D; 01B; 01C; 03E; 03F; 01D; 07A; 07B; 07C; 04A; 03A; 03B,tractors; service_and_parts; forage_harvester_machinery; telehandlers; easy; balers,12; 1; 5; 6; 9
CLAAS,30071607,Wimmer Ges.m.b.H.,Landmaschinen,Grübl,8,Kematen / OÖ,,AT,Austria,4633,48.17429,13.84693,+43 (0) 7247 68 53,wimmer@landtechnik.cc,www.landtechnik.cc,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,03C; 02B; 01A; 01B; 03D; 02C; 02D; 03E; 01C; 03F; 02E; 01D; 02F; 07A; 07B; 07C; 04A; 03A; 02A; 03B,tractors; service_and_parts; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,11; 12; 1; 5; 6; 9
CLAAS,30062631,Wölfleder Bernhard GmbH,,Wiesing,6,Zell an der Pram,Upper Austria,AT,Austria,4755,48.31358,13.59174,+43 (0) 7764 64 10,verkauf@woelfleder-bernhard.at,www.woelfleder-bernhard.at,Sales & Service,False,Tractors; Service & Parts; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,03C; 02B; 01A; 01B; 03D; 02C; 01C; 02D; 03E; 03F; 02E; 01D; 02F; 07A; 07B; 07C; 04A; 03A; 02A; 03B,tractors; service_and_parts; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,12; 1; 5; 6; 9
CLAAS,30002720,A. Lemmens er Fils SRL,,A LA CROIX,1,TINLOT,,BE,Belgium,4557,50.5008237,5.367451,+3285317023,albertlemmens@hotmail.com,,Sales,False,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; Balers,02B; 03C; 01A; 01B; 01E; 03A; 03B; 02A,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; balers,12; 5; 6; 9
CLAAS,30021960,AG-TEC S.A.,,Boomsesteenweg,174,Wilrijk,,BE,Belgium,2610,51.17634,4.38801,+3281250909,info@ag-tec.be,,Sales & Service,False,Tractors; Service & Parts; Telehandlers; Forage Harvesting Machinery; Combines; Forage Harvesters; Balers; EASY (Electronics),,tractors; service_and_parts; telehandlers; forage_harvester_machinery; combines; forage_harvester; balers; easy,12; 6; 9; 10
CLAAS,30113190,Agri – Z,,Heide,2,Retie,,BE,Belgium,2470,51.2213064,5.0398931,+32499408061,info@agri-z.be,,Sales,False,Tractors; Forage Harvesting Machinery; Telehandlers; EASY (Electronics),01A; 03C; 01B; 01E; 04A,tractors; forage_harvester_machinery; telehandlers; easy,12; 5; 6; 9
CLAAS,30002717,André ateliers SA,,Rue de la Belle Fleur,98,Saint-Remy,Hainaut,BE,Belgium,4672,50.6910015,5.7174486,+3243874220,info@ateliers-andre.be,www.ateliers-andre.be,Other,False,Forage Harvesting Machinery,03C,forage_harvester_machinery,12; 9
CLAAS,30096605,Antoine Jean-Louis,,Rue de 8 Septembre,2a,Dampicourt,Luxembourg,BE,Belgium,6767,49.54908,5.49468,+3263581993,services@ajlagri.com,www.ajlagri.com,Sales,False,Tractors; Forage Harvesting Machinery; Telehandlers; EASY (Electronics); Balers,01A; 03C; 01B; 01E; 04A; 03A; 03B,tractors; forage_harvester_machinery; telehandlers; easy; balers,12; 9
CLAAS,7020025,Audenaert Luc en Dirk BV,,BEEKSTRAAT,35b,KAPRIJKE,,BE,Belgium,9971,51.2179661,3.6513761,+3293736976,info@audenaertnv.be,www.audenaertnv.be,Sales,False,Tractors; EASY (Electronics),01A; 04A,tractors; easy,12; 9
CLAAS,30002716,Bajoit SPRL,,Rue du Baty,41,Lathuy,Brabant,BE,Belgium,1370,50.7282911,4.8207024,+3210811193,etsbajoit@skynet.be,www.bajoitsprl.be,Sales,False,Tractors; Forage Harvesting Machinery; Telehandlers; EASY (Electronics),01A; 03C; 01B; 01E; 04A,tractors; forage_harvester_machinery; telehandlers; easy,12; 5; 6; 9
CLAAS,30056730,Beel N.V.,,Waregemseweg,75,Wortegem-Petegem,Oost-Vlaanderen,BE,Belgium,9790,50.8572299,3.4988222,+3256688207,info@firmabeel.be,www.firmabeel.be,Sales,False,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,01A; 02B; 03C; 01B; 01E; 04A; 03A; 02A; 03B,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,12; 5; 6; 9
CLAAS,30002640,Briton BV,,Molenbaan,125,Kalmthout,Antwerp,BE,Belgium,2920,51.3735905,4.4831575,+3236668408,,www.briton.be,Other,False,Forage Harvesting Machinery,03C,forage_harvester_machinery,12; 9
CLAAS,7020419,Cantraine Lucien,,CHAUSSÉE DE TOURNAI,16,WATTRIPONT,,BE,Belgium,7910,50.7291664,3.5470222,+3269768576,ets.cantraine@busmail.net,,Sales,False,Tractors; Forage Harvesting Machinery; Telehandlers; EASY (Electronics),01A; 03C; 01B; 01E; 04A,tractors; forage_harvester_machinery; telehandlers; easy,12; 5; 6; 9
CLAAS,30081999,Constructieatelier Dirk Storme BV,,Hoekestraat,17b,Damme,,BE,Belgium,8340,51.2805696,3.2980864,+3250620022,,www.stormedirk.be,Sales,False,Tractors; Forage Harvesting Machinery; Telehandlers; EASY (Electronics),03C; 01A; 01B; 01E; 04A,tractors; forage_harvester_machinery; telehandlers; easy,12; 5; 6; 9
