brand,dealer_name,address,city,state_region,country,postal_code,latitude,longitude,phone,dealer_type,services_offered,location_id,fax,email,website
John Deere,"Shoppa's Farm Supply, Inc.",9806 US Hwy 59 North,Victoria,TX,US,77905,28.8219,-96.9193,3615787072,Agriculture; Lawn & Garden,Sales; Parts; Service,L048531,3615787090,onlinesales@shoppas.inc,http://www.sfstractor.com
John Deere,Fields Equipment Company,17215 Highway 27 North,Minneola,FL,US,34715,28.597,-81.755,3523947181,Agriculture; Lawn & Garden,Sales; Parts; Service,L012078,3523947372,clermont@fieldsequip.com,http://www.fieldsequip.com
John Deere,Tellus Equipment Solutions,6585 E US Hwy 90,Uvalde,TX,US,78801,29.2704,-99.7093,8302785628,Agriculture; Lawn & Garden,Sales; Parts; Service,L048244,8302786060,OnlineSales@tellusequip.com,WWW.TELLUSEQUIP.COM
John Deere,Tellus Equipment Solutions,133 County Road 4718,Castroville,TX,US,78009,29.3544,-98.8406,8305383451,Agriculture; Lawn & Garden,Sales; Parts; Service,L048388,8305383453,OnlineSales@tellusequip.com,WWW.TELLUSEQUIP.COM
John Deere,Tellus Equipment Solutions,8587 Bandera Road,San Antonio,TX,US,78250,29.522713,-98.639833,2106481765,Agriculture; Lawn & Garden,Sales; Parts; Service,L048012,2106481738,OnlineSales@tellusequip.com,www.tellusequip.com
John Deere,Tellus Equipment Solutions,3030 N. Austin Street,Seguin,TX,US,78155,29.607,-97.9667,8303795477,Agriculture; Lawn & Garden,Sales; Parts; Service,L048280,8303792693,OnlineSales@tellusequip.com,WWW.TELLUSEQUIP.COM
John Deere,Tellus Equipment Solutions,9080 N Interstate 35,New Braunfels,TX,US,78130,29.796,-98.0181,8303284609,Agriculture; Lawn & Garden,Sales; Parts; Service,L048097,0000000000,OnlineSales@tellusequip.com,www.tellusequip.com
John Deere,"Shoppa's Farm Supply, Inc.",1402 FM 3156,Bay City,TX,US,77414,29.015586,-95.97269,9792452711,Agriculture; Lawn & Garden,Sales; Parts; Service,L048638,9792451314,onlinesales@shoppas.inc,http://www.sfstractor.com
John Deere,"Shoppa's Farm Supply, Inc.",25830 US 59 Road,EL Campo,TX,US,77437,29.1758,-96.2755,9795438363,Agriculture; Lawn & Garden,Sales; Parts; Service,L040261,9795436255,onlinesales@shoppas.inc,http://www.sfstractor.com
John Deere,"Shoppa's Farm Supply, Inc.",625 N SH 60 Hwy,East Bernard,TX,US,77435,29.5372,-96.0736,9793354887,Agriculture; Lawn & Garden,Sales; Parts; Service,L048636,9793356569,onlinesales@shoppas.inc,http://www.sfstractor.com
John Deere,"Shoppa's Farm Supply, Inc.",1012 Highway 95 North,Shiner,TX,US,77984,29.437645,-97.165452,3615943312,Agriculture; Lawn & Garden,Sales; Parts; Service,L044429,3615944300,onlinesales@shoppas.inc,http://www.sfstractor.com
John Deere,Ag-Pro,1695 NW 63rd Street,Ocala,FL,US,34475,29.254,-82.153,3523512383,Agriculture; Lawn & Garden,Sales; Parts; Service,L015165,3523512523,WOcalaGM@agproco.com,www.agprocompanies.com
John Deere,Ag-Pro,100 South Dancy Street,Hastings,FL,US,32145,29.7137,-81.5137,9046921538,Agriculture; Lawn & Garden,Sales; Parts; Service,L015175,9046922381,WHastingsGM@agproco.com,www.agprocompanies.com
John Deere,Ag-Pro,1950 State Road 16,St Augustine,FL,US,32084,29.9145,-81.3948,9047707559,Agriculture; Lawn & Garden,Sales; Parts; Service,L011468,,WStAugustineGM@agproco.com,WWW.AGPROCOMPANIES.COM
John Deere,Ag-Pro,6690 NW 135th Lane,Chiefland,FL,US,32626,29.5267,-82.8849,3524934121,Agriculture; Lawn & Garden,Sales; Parts; Service,L015185,3524939100,WChieflandGM@agproco.com,www.agprocompanies.com
John Deere,Ag-Pro,9200 NW 13th Street,Gainesville,FL,US,32653,29.7382,-82.3845,3523672632,Agriculture; Lawn & Garden,Sales; Parts; Service,L015169,3523679624,WGainesvilleFlGM@agproco.com,www.agprocompanies.com
John Deere,Tellus Equipment Solutions,884 Harper Road,Kerrville,TX,US,78028,30.0846,-99.154,8302166854,Agriculture; Lawn & Garden,Sales; Parts; Service,L048219,8307926703,OnlineSales@tellusequip.com,WWW.TELLUSEQUIP.COM
John Deere,Tellus Equipment Solutions,1875 US Highway 87 South,Fredericksburg,TX,US,78624,30.24408,-98.87007,8309977533,Agriculture; Lawn & Garden,Sales; Parts; Service,L048365,8309970862,OnlineSales@tellusequip.com,WWW.TELLUSEQUIP.COM
John Deere,Tellus Equipment Solutions,13220 W Highway 290,Austin,TX,US,78737,30.2019,-97.9885,7379104800,Agriculture; Lawn & Garden,Sales; Parts; Service,L042845,0000000000,OnlineSales@tellusequip.com,www.tellusequip.com
John Deere,"Shoppa's Farm Supply, Inc.",1309 E Austin,Giddings,TX,US,78942,30.1809,-96.9249,9795422259,Agriculture; Lawn & Garden,Sales; Parts; Service,L044438,9795427048,onlinesales@shoppas.inc,http://www.sfstractor.com
John Deere,King Ranch Ag & Turf,3715 S Sam Houston Pkwy E,Houston,TX,US,77047,29.59937,-95.361454,7139437100,Agriculture; Lawn & Garden,Sales; Parts; Service,L041161,7139439102,houstonsouth@king-ranch.com,https://www.kingranchagturf.com
John Deere,"Shoppa's Farm Supply, Inc.",2210 Highway 90,Liberty,TX,US,77575,30.0562,-94.7924,9363367226,Agriculture; Lawn & Garden,Sales; Parts; Service,L045328,9363369222,onlinesales@shoppas.inc,http://www.sfstractor.com
John Deere,"Shoppa's Farm Supply, Inc.",9135 College,Beaumont,TX,US,77707,30.065535,-94.198729,4098421128,Agriculture; Lawn & Garden,Sales; Parts; Service,L045338,4098426216,onlinesales@shoppas.inc,http://www.sfstractor.com
John Deere,King Ranch Ag & Turf,501 US-59 Loop South,Livingston,TX,US,77351,30.62128,-94.947708,9367885590,Agriculture; Lawn & Garden,Sales; Parts; Service,L041260,,livingston@king-ranch.com,https://www.kingranchagturf.com
John Deere,United Ag & Turf,9819 Highway 6,Navasota,TX,US,77868,30.3825,-96.0666,9368256575,Agriculture; Lawn & Garden,Sales; Parts; Service,L046728,9368257855,NavasotaJD@unitedagt.com,http://www.UnitedAgAndTurf.com
John Deere,United Ag & Turf,3110 Highway 21 W,Bryan,TX,US,77803,30.667897,-96.409447,9798227684,Agriculture; Lawn & Garden,Sales; Parts; Service,L046749,9798238968,BryanJD@unitedagt.com,http://www.UnitedAgAndTurf.com
John Deere,Sunshine Quality Solutions,1716 West Main Street,Franklin,LA,US,70538,29.8052,-91.5048,3378281332,Agriculture; Lawn & Garden,Sales; Parts; Service,L046968,3378282262,secfln@sqsolutions.com,http://www.SunEquip.com
John Deere,Sunshine Quality Solutions,1524 Ridgefield Road,Thibodaux,LA,US,70301,29.7835,-90.8292,9854465061,Agriculture; Lawn & Garden,Sales; Parts; Service,L046928,9854465063,secthi@sunequip.com,http://www.SunEquip.com
John Deere,Sunshine Quality Solutions,2300 Hwy 70 E,Donaldsonville,LA,US,70346,30.0936,-90.9339,2254739861,Agriculture; Lawn & Garden,Sales; Parts; Service,L046999,8004136784,secdon@sunequip.com,http://www.SunEquip.com
John Deere,Sunshine Quality Solutions,2407 Jane Street,New Iberia,LA,US,70563,30.0385,-91.8162,3373656667,Agriculture; Lawn & Garden,Sales; Parts; Service,L046907,3373653918,secnib@sunequip.com,http://www.SunEquip.com
John Deere,Sunshine Quality Solutions,8015 US Highway 167,Abbeville,LA,US,70510,30.0353,-92.1229,3375174020,Agriculture; Lawn & Garden,Sales; Parts; Service,L046995,3375174025,secabb@sqsolutions.com,http://www.SunEquip.com
John Deere,Sunshine Quality Solutions,13301 Rieger Road,Baton Rouge,LA,US,70809,30.365102,-91.043211,2257535299,Agriculture; Lawn & Garden,Sales; Parts; Service,L046823,2257535302,secbtr@sunequip.com,http://www.SunEquip.com
John Deere,Sunshine Quality Solutions,3018 NE Evangeline Thruway,Lafayette,LA,US,70507,30.2846,-92.0206,3372338645,Agriculture; Lawn & Garden,Sales; Parts; Service,L046949,3372340780,seclaf@sqsolutions.com,http://www.SunEquip.com
John Deere,Sunshine Quality Solutions,1639 Crowley Rayne Highway,Crowley,LA,US,70526,30.2314,-92.3534,3377835366,Agriculture; Lawn & Garden,Sales; Parts; Service,L046978,3377835366,seccro@sqsolutions.com,http://www.SunEquip.com
John Deere,Sunshine Quality Solutions,802 Westin Oaks Drive,Hammond,LA,US,70403,30.498,-90.5012,9856512598,Agriculture; Lawn & Garden,Sales; Parts; Service,L046962,9856517358,secham@sunequip.com,http://www.SunEquip.com
John Deere,Sunshine Quality Solutions,74587 Highway 25,Covington,LA,US,70435,30.5158,-90.1192,9858715395,Agriculture; Lawn & Garden,Sales; Parts; Service,L046988,9858715395,seccov@sunequip.com,http://www.SunEquip.com
John Deere,Ag-Pro,692 SW Arrowhead Terrace,Lake City,FL,US,32024,30.1238,-82.6605,3864876444,Agriculture; Lawn & Garden,Sales; Parts; Service,L012132,3864388173,WLakeCityGM@agproco.com,WWW.AGPROCOMPANIES.COM
John Deere,Ag-Pro,442 72nd Trace NW,Live Oak,FL,US,32064,30.32,-82.976,3863621113,Agriculture; Lawn & Garden,Sales; Parts; Service,L019978,3863645355,GCallan@agproco.com,www.agprocompanies.com
John Deere,Ag-Pro,2520 County Road 220,Middleburg,FL,US,32068,30.1011,-81.7707,9042722272,Agriculture; Lawn & Garden,Sales; Parts; Service,L015179,9042722275,WMiddleburgGM@agproco.com,www.agprocompanies.com
John Deere,Ag-Pro,8711 Phillips Highway,Jacksonville,FL,US,32256,30.2091,-81.5779,9042400475,Agriculture; Lawn & Garden,Sales; Parts; Service,L012249,9048002274,WJacksonvilleGM@agproco.com,www.agprocompanies.com
John Deere,SunSouth LLC,12436 US 49,Gulfport,MS,US,39503,30.4684,-89.1017,2287018873,Agriculture; Lawn & Garden,Sales; Parts; Service,L019888,2284753004,mangle@sunsouth.com,http://www.sunsouth.com
John Deere,United Ag & Turf,800 San Angelo Hwy,Brady,TX,US,76825,31.1419,-99.3486,3255972952,Agriculture; Lawn & Garden,Sales; Parts; Service,L046954,3255970674,bradyjd@unitedagt.com,http://www.unitedagandturf.com
John Deere,Tellus Equipment Solutions,5515 North US Highway 281,Marble Falls,TX,US,78654,30.6368,-98.261,8306935414,Agriculture; Lawn & Garden,Sales; Parts; Service,L048084,2819162923,OnlineSales@tellusequip.com,www.tellusequip.com
John Deere,King Ranch Ag & Turf,774 IH 45 S,Huntsville,TX,US,77340,30.688803,-95.542007,9367886680,Agriculture; Lawn & Garden,Sales; Parts; Service,L041196,,huntsville@king-ranch.com,https://www.kingranchagturf.com
John Deere,United Ag & Turf,1220 E Loop 304,Crockett,TX,US,75835,31.3183,-95.4373,9365442011,Agriculture; Lawn & Garden,Sales; Parts; Service,L047469,9365448550,CrockettJD@unitedagt.com,http://www.unitedagandturf.com
John Deere,United Ag & Turf,2401 N Travis Avenue,Cameron,TX,US,76520,30.8691,-96.9723,2546976551,Agriculture; Lawn & Garden,Sales; Parts; Service,L046778,2546972377,CameronJD@unitedagt.com,http://www.UnitedAgAndTurf.com
John Deere,King Ranch Ag & Turf,4195 N Wheeler Street,Jasper,TX,US,75951,30.954187,-93.994083,4093847523,Agriculture; Lawn & Garden,Sales; Parts; Service,L040849,4093847783,bboles@king-ranch.com,https://www.kingranchagturf.com
John Deere,United Ag & Turf,900 S Medford Drive,Lufkin,TX,US,75901,31.3301,-94.6912,9368997160,Agriculture; Lawn & Garden,Sales; Parts; Service,L047491,0000000000,LufkinJD@unitedagt.com,http://www.unitedagandturf.com
John Deere,United Ag & Turf,4000 West 2nd Street,Taylor,TX,US,76574,30.5613,-97.4569,5123525296,Agriculture; Lawn & Garden,Sales; Parts; Service,L048953,5123525297,TaylorJD@unitedagt.com,http://www.UnitedAgAndTurf.com
John Deere,United Ag & Turf,2308 Barnhardt Road,Temple,TX,US,76501,31.0514,-97.3307,2547739916,Agriculture; Lawn & Garden,Sales; Parts; Service,L047388,2547703217,TempleJD@unitedagt.com,http://www.UnitedAgAndTurf.com
John Deere,Sunshine Quality Solutions,4200 Gerstner Memorial Dr.,Lake Charles,LA,US,70607,30.1584,-93.1485,3374371996,Agriculture; Lawn & Garden,Sales; Parts; Service,L044170,3374371997,seclch@sunequip.com,http://www.SunEquip.com
John Deere,Sunshine Quality Solutions,3360 N Frontage Rd,Jennings,LA,US,70546,30.25,-92.6637,3377343337,Agriculture; Lawn & Garden,Sales; Parts; Service,L046909,3377343403,secwel@sqsolutions.com,http://www.SunEquip.com
John Deere,Sunshine Quality Solutions,1050 North 8th Street,Eunice,LA,US,70535,30.505,-92.4228,3374574231,Agriculture; Lawn & Garden,Sales; Parts; Service,L046974,3374570943,seceun@sqsolutions.com,http://www.SunEquip.com
John Deere,Sunshine Quality Solutions,2929 West Landry,Opelousas,LA,US,70570,30.5338,-92.1208,3379424924,Agriculture; Lawn & Garden,Sales; Parts; Service,L046937,3379428981,secope@sqsolutions.com,http://www.SunEquip.com
John Deere,Sunshine Quality Solutions,625 NW Main Street,Bunkie,LA,US,71322,30.9588,-92.1903,3183467271,Agriculture; Lawn & Garden,Sales; Parts; Service,L043948,3183462814,secbun@sqsolutions.com,http://www.SunEquip.com
John Deere,"Goldman Equipment, L.L.C.",4425 MacArthur Drive,Alexandria,LA,US,71302,31.2584,-92.4437,3184428875,Agriculture; Lawn & Garden,Sales; Parts; Service,L045469,3184428877,waterproof@goldmangreen.com,http://www.goldmanequipment.com
John Deere,Sunshine Quality Solutions,2551 Hospital Road,New Roads,LA,US,70760,30.7036,-91.4762,2256384581,Agriculture; Lawn & Garden,Sales; Parts; Service,L043957,2256384583,secnro@sqsolutions.com,http://www.SunEquip.com
John Deere,AGUP Equipment Company,1726 S. Main Street,Poplarville,MS,US,39470,30.8209,-89.5221,6014636070,Agriculture; Lawn & Garden,Sales; Parts; Service,L044875,0000000000,Info@AgUp.com,https://www.agup.com
John Deere,Sunshine Quality Solutions,1903 Washington Street,Franklinton,LA,US,70438,30.847,-90.1422,9858393686,Agriculture; Lawn & Garden,Sales; Parts; Service,L046957,9858393639,secfra@sunequip.com,http://www.SunEquip.com
John Deere,SunSouth LLC,49 West Frontage Road,Lucedale,MS,US,39452,30.9119,-88.599,6019474500,Agriculture; Lawn & Garden,Sales; Parts; Service,L019899,6019476373,sechols@sunsouth.com,http://www.sunsouth.com
John Deere,AGUP Equipment Company,1045 Gateway Dr,MCCOMB,MS,US,39648,31.231539,-90.441241,6012767515,Agriculture; Lawn & Garden,Sales; Parts; Service,L049468,6012767675,Info@AgUp.com,https://www.agup.com
John Deere,AGUP Equipment Company,7000 US Hwy 49 North,Hattiesburg,MS,US,39402,31.3755,-89.3624,6015446461,Agriculture; Lawn & Garden,Sales; Parts; Service,L049456,6015829531,Info@AgUp.com,https://www.agup.com
John Deere,Ag-Pro,2890 Industrial Plaza Drive,Tallahassee,FL,US,32301,30.4529,-84.2277,8508775522,Agriculture; Lawn & Garden,Sales; Parts; Service,L015159,8508775879,WTallahasseeGM@agproco.com,www.agprocompanies.com
John Deere,Ag-Pro,1931 Dothan Road,Bainbridge,GA,US,39817,30.9216,-84.6088,2292464370,Agriculture; Lawn & Garden,Sales; Parts; Service,L019988,2292467808,WBainbridgeGM@agproco.com,www.agprocompanies.com
John Deere,SunSouth LLC,903 N. Tennille Avenue,Donalsonville,GA,US,39845,31.049015,-84.877746,2295242449,Agriculture; Lawn & Garden,Sales; Parts; Service,L013896,2295245660,bharrell@sunsouth.com,http://www.sunsouth.com
John Deere,Flint Equipment Co.,570 E. Crawford Street,Colquitt,GA,US,39837,31.1614,-84.7197,2297583353,Agriculture; Lawn & Garden,Sales; Parts; Service,L014989,2297585206,trice@flintequipco.com,http://www.flintequipco.com
John Deere,SunSouth LLC,"168 Ross Clark Circle, Ste 2",Dothan,AL,US,36303,31.251021,-85.384891,3347940691,Agriculture; Lawn & Garden,Sales; Parts; Service,L019233,3347931774,jdean@sunsouth.com,http://www.sunsouth.com
John Deere,Ag-Pro,2025 US Highway 84 East,Cairo,GA,US,39828,30.8781,-84.1854,2293773383,Agriculture; Lawn & Garden,Sales; Parts; Service,L015189,2293776864,WCairoGM@agproco.com,www.agprocompanies.com
John Deere,SunSouth LLC,3 West Main Street,Samson,AL,US,36477,31.1128,-86.0494,3348987156,Agriculture; Lawn & Garden,Sales; Parts; Service,L013852,3348987484,screws@sunsouth.com,http://www.sunsouth.com
John Deere,Ag-Pro,12793 US Highway 19 South,Thomasville,GA,US,31792,30.8264,-83.9431,2292264881,Agriculture; Lawn & Garden,Sales; Parts; Service,L015199,2292281239,WThomasvilleGM@agproco.com,www.agprocompanies.com
John Deere,SunSouth LLC,6675 Chancey Mill Road,Blakely,GA,US,39823,31.3718,-84.9548,2297233595,Agriculture; Lawn & Garden,Sales; Parts; Service,L013928,2297233530,dcunningham@sunsouth.com,http://www.sunsouth.com
John Deere,Ag-Pro,4281 US Highway 84,Dixie,GA,US,31629,30.792864,-83.667337,2292634133,Agriculture; Lawn & Garden,Sales; Parts; Service,L019983,2292639178,agprocorporate@agproco.com,www.agprocompanies.com
John Deere,Ag-Pro,8640 US Highway 84,QUITMAN,GA,US,31643,30.785,-83.5952,2293700260,Agriculture; Lawn & Garden,Sales; Parts; Service,L018779,,WQuitmanGM@agproco.com,www.agprocompanies.com
John Deere,Flint Equipment Co.,2764 US Highway 19 NE,Pelham,GA,US,31779,31.1474,-84.1399,2292942631,Agriculture; Lawn & Garden,Sales; Parts; Service,L014955,2292940934,trice@flintequipco.com,http://www.flintequipco.com
John Deere,"Lasseter Tractor Co., Inc.",1000 Veterans Parkway N,Moultrie,GA,US,31788,31.2015,-83.7716,2299851027,Agriculture; Lawn & Garden,Sales; Parts; Service,L010388,2298901481,ashley@lassetertractor.com,http://www.lassetereq.com
John Deere,SunSouth LLC,8420 Tanner Williams Road,Mobile,AL,US,36608,30.699973,-88.240379,2516493892,Agriculture; Lawn & Garden,Sales; Parts; Service,L018048,2516493896,ddevine@sunsouth.com,http://www.sunsouth.com
John Deere,SunSouth LLC,14733 State Highway 59,Foley,AL,US,36535,30.4395,-87.6852,2519435091,Agriculture; Lawn & Garden,Sales; Parts; Service,L018057,2519435093,lblackmon@sunsouth.com,http://www.sunsouth.com
John Deere,AG-PRO,3314 Cypress Mill Road,Brunswick,GA,US,31520,31.1937,-81.4781,9122758960,Agriculture; Lawn & Garden,Sales; Parts; Service,L015764,0000000000,WBrunswickGM@agproco.com,WWW.AGPROCOMPANIES.COM
John Deere,"Lasseter Tractor Co., Inc.",3140 South Carpenter Road,Tifton,GA,US,31793,31.4368,-83.5486,2293964400,Agriculture; Lawn & Garden,Sales; Parts; Service,L015539,2293868964,brock@lassetertractor.com,http://www.lassetereq.com
John Deere,"South Plains Implement, Ltd.",18770 Alameda,Tornillo,TX,US,79853,31.4533,-106.1,9157642263,Agriculture; Lawn & Garden,Sales; Parts; Service,L049685,9157642956,webcontact@spitractor.com,http://www.southplainsimplement.com
John Deere,"South Plains Implement, Ltd.",125 Highway 192,MESQUITE,NM,US,88048,32.162596,-106.697226,5752330123,Agriculture; Lawn & Garden,Sales; Parts; Service,L044887,5752332020,webcontact@spitractor.com,http://www.southplainsimplement.com
John Deere,"South Plains Implement, Ltd.",3993 Tractor Trail,San Angelo,TX,US,76905,31.4943,-100.377,3256534541,Agriculture; Lawn & Garden,Sales; Parts; Service,L045288,3256585073,webcontact@spitractor.com,http://www.southplainsimplement.com
John Deere,"South Plains Implement, Ltd.",8631 US Hwy 67,Ballinger,TX,US,76821,31.7134,-99.9664,3253655773,Agriculture; Lawn & Garden,Sales; Parts; Service,L045267,3253655659,webcontact@spitractor.com,http://www.southplainsimplement.com
John Deere,United Ag & Turf,511 Santa Anna Avenue,COLEMAN,TX,US,76834,31.8133,-99.409,3256252126,Agriculture; Lawn & Garden,Sales; Parts; Service,L046990,3256255862,colemanjd@unitedagt.com,http://www.unitedagandturf.com
John Deere,United Ag & Turf,190 Highway 84 West,Goldthwaite,TX,US,76844,31.4805,-98.5699,3256482272,Agriculture; Lawn & Garden,Sales; Parts; Service,L047195,3256482578,GoldthwaiteJD@unitedagt.com,http://www.unitedagandturf.com
John Deere,United Ag & Turf,1130 S Highway 281,Hamilton,TX,US,76531,31.6807,-98.1332,2543868103,Agriculture; Lawn & Garden,Sales; Parts; Service,L047134,2543865010,HamiltonJD@unitedagt.com,http://www.unitedagandturf.com
