brand,brand_code,all_brands,dealer_name,dealer_code,dealer_type,address,city,state_region,state_code,country,country_code,postal_code,latitude,longitude,phone,fax,email,website,services_offered,region,account_id
Massey Ferguson,MF,Massey Ferguson; Sunflower; Gleaner; Challenger,Ken's Equip Inc.,636336,Dealership,1110 O St.,Loup City,Nebraska,NE,United States,US,68853,41.274731,-98.973296,(308) 745-0321,(308) 745-0915,,https://www.kensequipmentinc.com/,Parts; Sales; Service,NA,0018000000UHNjbAAH
Massey Ferguson,MF,Massey Ferguson; Sunflower; Challenger; TerraGator; Gleaner; Fendt; RoGator,"Lang Diesel, Inc.",633171,Dealership,15 S.E. 90 Avenue,Ellinwood,Kansas,KS,United States,US,67526,38.333088,-98.609202,(620) 564-2255,(620) 564-2276,,https://www.ldi.us/,Parts; Sales; Service,NA,0018000000UHNhLAAX
Massey Ferguson,MF,Massey Ferguson; Sunflower; Fendt; Challenger; TerraGator; Gleaner; Valtra; RoGator,Butler Ag Equipment,632694,Dealership,1300 West Pickrell Rd,Pickrell,Nebraska,NE,United States,US,68422,40.378558,-96.740901,(402) 673-4200,(402) 673-4217,,https://www.butlerag.com/,Parts; Sales; Service,NA,001C000001DauvZIAR
Massey Ferguson,MF,Massey Ferguson; Sunflower; Gleaner; Challenger,Osceola Impl. And Supply,630667,Dealership,341 Highway 81-92,Osceola,Nebraska,NE,United States,US,68651,41.182211,-97.545879,(402) 747-2371,(402) 747-2370,,https://www.osceolaimplement.com/,Parts; Sales; Service,NA,0018000000UHNhlAAH
Massey Ferguson,MF,Massey Ferguson; Sunflower; Challenger; TerraGator; Gleaner; RoGator,"Lang Diesel, Inc.",630310,Dealership,603 N. Ash,Hillsboro,Kansas,KS,United States,US,67063,38.360381,-97.207715,(620) 947-3182,(620) 947-3058,,https://www.ldi.us/,Parts; Sales; Service,NA,0018000000UHNhQAAX
Massey Ferguson,MF,Massey Ferguson; Sunflower; Gleaner; Challenger,Hillbill's Diesel Service,636729,Dealership,50597 Highway 91,Spalding,Nebraska,NE,United States,US,68665,41.694701,-98.369818,(308) 497-2424,(308) 497-2625,,https://www.hillbillsdiesel.com/,Parts; Sales; Service,NA,0018000000UHNjaAAH
Massey Ferguson,MF,Massey Ferguson; Fendt; Valtra; Gleaner; Challenger; Sunflower; TerraGator; RoGator,True Ag and Turf,630131,Dealership,2526 East 23rd Street,Columbus,Nebraska,NE,United States,US,68601,41.438636,-97.295532,(402) 564-3289,,,,Parts; Sales; Service,NA,001aA00000IDsYNQA1
Massey Ferguson,MF,Massey Ferguson; Sunflower; Challenger; TerraGator; Fendt; Gleaner; RoGator,"Lang Diesel, Inc.",636355,Dealership,800 Wilbeck Drive,South Hutchinson,Kansas,KS,United States,US,67505,38.01429,-97.926333,(620) 665-6565,(620) 665-6570,,https://www.ldi.us/,Parts; Sales; Service,NA,001C000001Hj91zIAB
Massey Ferguson,MF,Massey Ferguson; Sunflower; Fendt; Challenger; TerraGator; Gleaner; RoGator,"Lang Diesel, Inc.",633148,Dealership,1280 S. Country Club Drive,Colby,Kansas,KS,United States,US,67701,39.377145,-101.03729,(785) 462-2412,(785) 462-8608,,https://www.langdieselinc.com/,Parts; Sales; Service,NA,0018000000UHNhKAAX
Massey Ferguson,MF,Massey Ferguson; Gleaner,"J & H Farm Equipment, Inc.",636306,Dealership,"125 S. Meridian
Route 1",Newton,Kansas,KS,United States,US,67114,38.0531,-97.3212,(316) 283-2170,(316) 283-2173,,,Parts; Sales; Service,NA,0018000000UHNidAAH
Massey Ferguson,MF,Massey Ferguson; Sunflower; Fendt; Gleaner,Kincheloe's Inc.,636340,Dealership,10517 N U.S. Hwy 281,Pratt,Kansas,KS,United States,US,67124,37.6978,-98.739,(620) 672-6401,(620) 672-6794,,https://www.kincheloes.com/,Parts; Sales; Service,NA,0018000000UHNiYAAX
Massey Ferguson,MF,Massey Ferguson; Sunflower; Fendt; Gleaner; Challenger; Valtra,"John Schmidt & Sons, Inc.",630771,Dealership,12903 E. Silver Lake Road,Mt Hope,Kansas,KS,United States,US,67108,37.792266,-97.734902,(316) 445-2103,(316) 445-2195,,https://www.schmidtinc.com/,Parts; Sales; Service,NA,0018000000UHNhbAAH
Massey Ferguson,MF,Massey Ferguson; Sunflower; Gleaner; Challenger,"Kalvesta Implement Co., Inc.",636777,Dealership,32730 E. State Rd. 156,Kalvesta,Kansas,KS,United States,US,67835,38.058884,-100.298354,(620) 855-3567,(620) 855-2453,,https://www.kickalvesta.com/,Parts; Sales; Service,NA,0018000000UHNhTAAX
Massey Ferguson,MF,Massey Ferguson; Sunflower; Fendt; Gleaner; Challenger; TerraGator; Valtra; RoGator,Butler Ag Equipment,633526,Dealership,2831 N. County Road 20th Ave,Fremont,Nebraska,NE,United States,US,68025,41.455428,-96.536893,(402) 721-2800,(402) 753-3717,,https://www.butlermachinery.com/,Parts; Sales; Service,NA,001C00000104b0vIAA
Massey Ferguson,MF,Massey Ferguson; Sunflower; Gleaner; Challenger,"Schaefer Equipment Company, LLC",636550,Dealership,1783 Road G,Emporia,Kansas,KS,United States,US,66801,38.417642,-96.245494,(620) 342-3172,(620) 342-3175,,https://www.schaeferequipmentco.com/,Parts; Sales; Service,NA,001C000001TYWe6IAH
Massey Ferguson,MF,Massey Ferguson; Fendt; Valtra; Gleaner; Challenger; Sunflower; TerraGator; RoGator,True Ag and Turf,630132,Dealership,110 West 35th Street,Falls City,Nebraska,NE,United States,US,68355,40.08,-95.598,(402) 245-2419,,,,Parts; Sales; Service,NA,001aA00000IDnn0QAD
Massey Ferguson,MF,Fendt; Massey Ferguson; Sunflower; Challenger; TerraGator; Gleaner; RoGator,"Lang Diesel, Inc.",633080,Dealership,1100 SE Rice Road,Topeka,Kansas,KS,United States,US,66607,39.035308,-95.622233,(866) 804-3276,(785) 267-8276,,https://www.ldi.us/,Parts; Sales; Service,NA,0018000000fIgLlAAK
Massey Ferguson,MF,Sunflower; Gleaner; Massey Ferguson,Yost Farm Supply,636704,Dealership,1545 East Highway 36,Saint Francis,Kansas,KS,United States,US,67756,39.759103,-101.779029,(785) 332-3351,(785) 332-3358,,https://www.yostfarmsupply.com/,Parts; Sales; Service,NA,0018000000UHNi6AAH
Massey Ferguson,MF,Massey Ferguson; Sunflower; Challenger; Fendt; TerraGator; Gleaner; RoGator,"Lang Diesel, Inc.",630351,Dealership,4575 E. Hwy 50 Plaza,Garden City,Kansas,KS,United States,US,67846,37.961033,-100.813027,(620) 260-9379,(620) 260-9826,,https://www.ldi.us/,Parts; Sales; Service,NA,0018000000mzUf6AAE
Massey Ferguson,MF,Massey Ferguson; Fendt; Valtra; Gleaner; Challenger; Sunflower; TerraGator; RoGator,True Ag and Turf,630130,Dealership,54877 Highway 20,Osmond,Nebraska,NE,United States,US,68765,42.366245,-97.548212,(402) 748-3357,,,,Parts; Sales; Service,NA,001aA00000IDsYMQA1
Massey Ferguson,MF,Massey Ferguson; Sunflower; Gleaner; Challenger,"Shuck Implement Co., Inc.",637588,Dealership,1924 East 1450 Rd,Lawrence,Kansas,KS,United States,US,66044,39.018427,-95.230648,(785) 843-8093,(785) 843-1014,,,Parts; Sales; Service,NA,0018000000UHNhXAAX
Massey Ferguson,MF,Massey Ferguson; Sunflower; Gleaner; Challenger; Fendt,"John Schmidt & Sons, Inc.",630850,Dealership,2303 W 9th Ave.,Winfield,Kansas,KS,United States,US,67156,37.238982,-97.02442,(620) 221-0300,(620) 221-0062,,https://www.schmidtinc.com/,Parts; Sales; Service,NA,0018000000UHNhcAAH
Massey Ferguson,MF,Massey Ferguson; Sunflower; Fendt; Challenger; TerraGator; Gleaner; Valtra; RoGator,Ziegler Ag Equipment,322612,Dealership,22761 U.S. Hwy 71,Maryville,Missouri,MO,United States,US,64468,40.389799,-94.901328,(660) 582-5150,(660) 582-3443,,https://www.zieglercat.com/agriculture/,Parts; Sales; Service,NA,001C000000zTIPaIAO
Massey Ferguson,MF,Sunflower; Fendt; Challenger; TerraGator; Massey Ferguson; RoGator; Gleaner,Ziegler Ag Equipment,632568,Dealership,5300 Harbor Dr.,Sioux City,Iowa,IA,United States,US,51111,42.413535,-96.368688,(800) 342-1847,(712) 252-4830,,https://www.zieglercat.com/agriculture/,Parts; Sales; Service,NA,0018000000UHNgCAAX
Massey Ferguson,MF,Massey Ferguson; Sunflower; Challenger,Butte Implement Company,636827,Dealership,530 Carl Street,Butte,Nebraska,NE,United States,US,68722,42.9134,-98.841299,(402) 775-2464,(402) 775-2469,,https://www.butteimplement.com/,Parts; Sales; Service,NA,0018000000UHNjeAAH
Massey Ferguson,MF,Massey Ferguson; Sunflower; Fendt; Challenger; TerraGator; RoGator; Gleaner,Ziegler Ag Equipment,632689,Dealership,951 Park Drive,Atlantic,Iowa,IA,United States,US,50022,41.401391,-94.978896,(712) 243-1039,() -,,https://www.zieglercat.com/agriculture/,Parts; Sales; Service,NA,0018000000lIgt0AAC
Massey Ferguson,MF,Massey Ferguson; Sunflower; Challenger; Fendt; TerraGator; Gleaner; RoGator,Redlund Equipment,633597,Dealership,507 E. 8th Avenue,Yuma,Colorado,CO,United States,US,80759,40.117712,-102.716304,(970) 848-2911,(970) 848-3021,,https://www.redlundequipment.com,Parts; Sales; Service,NA,00106000022zRnGAAU
Massey Ferguson,MF,Massey Ferguson; Sunflower; Fendt; Challenger; TerraGator; Gleaner; RoGator,"Lang Diesel, Inc.",633310,Dealership,201 W. 35th Parkway,Chanute,Kansas,KS,United States,US,66720,37.644566,-95.449583,(620) 431-6700,(620) 431-6705,,https://www.ldi.us/,Parts; Sales; Service,NA,0018000000gzjBkAAI
Massey Ferguson,MF,Fendt; Massey Ferguson; Sunflower; Gleaner; Challenger; TerraGator; Valtra; RoGator,Parallel Ag Southern Plains LLC,636381,Dealership,451 S. Country  Estates Road,Liberal,Kansas,KS,United States,US,67901,37.033257,-100.902733,(800) 659-1639,() -,,https://www.livingstonmachinery.com/,Parts; Sales; Service,NA,0017T00000ACJVSQA5
Massey Ferguson,MF,Massey Ferguson; Sunflower; Gleaner; Challenger,"Terry Implement Co., Inc.",630862,Dealership,20483 State Hwy 6,Gallatin,Missouri,MO,United States,US,64640,39.917543,-94.016011,(660) 663-2183,(660) 663-2797,,https://www.terryimplement.com/,Parts; Sales; Service,NA,0018000000UHNhDAAX
Massey Ferguson,MF,Massey Ferguson; Sunflower; Challenger; Gleaner; Fendt; TerraGator; Valtra; RoGator,Parallel Ag Southern Plains LLC,636933,Dealership,2005 North Main,Fairview,Oklahoma,OK,United States,US,73737,36.291205,-98.480592,(580) 540-3581,(580) 227-3252,,https://www.parallelag.com/,Parts; Sales; Service,NA,0018000000UHNgrAAH
Massey Ferguson,MF,Massey Ferguson; Sunflower; Challenger; TerraGator; Gleaner; Fendt; RoGator,Redlund Equipment,633598,Dealership,7265 Hwy 50 W.,Lamar,Colorado,CO,United States,US,81052,38.062,-102.6132,(719) 336-2243,(719) 336-2243,,https://www.redlundequipment.com,Parts; Sales; Service,NA,00106000022zRDOAA2
Massey Ferguson,MF,Massey Ferguson; Sunflower; Challenger; TerraGator; Gleaner; Fendt; RoGator,Redlund Equipment,633600,Dealership,18989 US-6,Sterling,Colorado,CO,United States,US,80751,40.603315,-103.221767,(970) 522-2335,(970) 522-6916,,https://www.redlundequipment.com/,Parts; Sales; Service,NA,00106000022yCggAAE
Massey Ferguson,MF,Massey Ferguson; Sunflower; Gleaner; Challenger,"Vahrenberg Implement, Inc.",636747,Dealership,2611 Highway 13 Blvd,Higginsville,Missouri,MO,United States,US,64037,39.068243,-93.732467,(660) 584-2250,(660) 584-7733,,https://www.vahrenberg.com/,Parts; Sales; Service,NA,0018000000UHNhEAAX
Massey Ferguson,MF,Sunflower; Fendt; Challenger; Massey Ferguson; TerraGator; RoGator; Gleaner,Ziegler Ag Equipment,633295,Dealership,102 Crossroads Drive,Sheldon,Iowa,IA,United States,US,51201,43.1796,-95.8223,(712) 324-5604,() -,,https://www.zieglercat.com/agriculture/,Parts; Sales; Service,NA,001C00000169joxIAA
Massey Ferguson,MF,Massey Ferguson; Gleaner; Valtra; Challenger,"Moss Bros., Inc.",630509,Dealership,2476  240th Street,Dallas Center,Iowa,IA,United States,US,50063,41.688176,-93.996101,(515) 992-3858,(515) 992-3154,,https://www.mossbrosinc.com/,Parts; Sales; Service,NA,0018000000UHNdfAAH
Massey Ferguson,MF,Massey Ferguson; Sunflower; Fendt; Challenger; TerraGator; Gleaner; Valtra; RoGator,Butler Machinery Company,632467,Dealership,3201 N. Louise Ave.,Sioux Falls,South Dakota,SD,United States,US,57107,43.580273,-96.773008,(605) 336-3010,(605) 330-1924,,https://www.butlermachinery.com/,Parts; Sales; Service,NA,0018000000UHNg7AAH
Massey Ferguson,MF,Massey Ferguson; Sunflower; Gleaner,Trenary Implement Company,637649,Dealership,7802 E. Highway 7,Clinton,Missouri,MO,United States,US,64735,38.3627,-93.6289,(660) 477-3311,(660) 477-3881,,https://www.trenaryimplementco.business.site,Parts; Sales; Service,NA,0018000000UHNinAAH
Massey Ferguson,MF,Massey Ferguson; Sunflower; Gleaner; Challenger,"Pocahontas Equipment Co., LLC",633165,Dealership,1400 W. Elm,Pocahontas,Iowa,IA,United States,US,50574,42.733498,-94.687696,(712) 335-4522,(712) 335-4266,,https://www.robinsonimplement.com/,Parts; Sales; Service,NA,0018000000UHNdjAAH
Massey Ferguson,MF,Sunflower; Massey Ferguson,"Five Star Equipment, Inc.",634487,Dealership,10397 Highway 15 W,Spearman,Texas,TX,United States,US,79081,36.201664,-101.222602,(806) 659-3743,(806) 659-3745,,https://www.fivestarequipmenttx.com/,Parts; Sales; Service,NA,0018000000UHNkaAAH
Massey Ferguson,MF,Massey Ferguson; Fendt; Gleaner; Challenger; Sunflower; TerraGator; RoGator,Parallel Ag Midwest LLC,635195,Dealership,1015 N. Hwy 65,Marshall,Missouri,MO,United States,US,65340,39.132678,-93.222907,(660) 886-5575,,,https://www.parallelag.com/,Parts; Sales; Service,NA,001aA000004VGJ7QAO
Massey Ferguson,MF,Massey Ferguson,Sutton Tractor & Equipment,636637,Dealership,6981 State Highway 66,Tulsa,Oklahoma,OK,United States,US,74131,36.065867,-96.067195,(918) 446-6502,(918) 446-6516,,https://www.suttontractortulsallc.com,Parts; Sales; Service,NA,0011o00001o0NEbAAM
Massey Ferguson,MF,Massey Ferguson; Sunflower; Fendt; Challenger; TerraGator; RoGator; Gleaner,Ziegler Ag Equipment,632564,Dealership,1500 Ziegler Dr. N.W.,Altoona,Iowa,IA,United States,US,50009,41.664079,-93.485467,(800) 342-7002,(515) 957-3886,,https://www.zieglercat.com/agriculture/,Parts; Sales; Service,NA,0018000000UHNg8AAH
Massey Ferguson,MF,Massey Ferguson; Sunflower; Fendt; Challenger; TerraGator; RoGator; Gleaner,Ziegler Ag Equipment,632565,Dealership,3366 5th Ave. S.,Fort Dodge,Iowa,IA,United States,US,50501,42.501941,-94.142488,(515) 576-3161,(515) 576-7564,,https://www.zieglercat.com/agriculture/,Parts; Sales; Service,NA,0018000000UHNgAAAX
Massey Ferguson,MF,Massey Ferguson; Sunflower; Valtra; Gleaner; Fendt; TerraGator; Challenger; RoGator,Brookfield Tractor,635420,Dealership,28955 Highway 36E,Brookfield,Missouri,MO,United States,US,64628,39.762046,-92.99215,(660) 258-7228,(660) 258-3469,,https://www.brookfieldtractor.com/,Parts; Sales; Service,NA,001C000001WkIxGIAV
Massey Ferguson,MF,Massey Ferguson; Fendt; Gleaner; Challenger; Sunflower; TerraGator; RoGator,Ziegler Ag Equipment,632444,Dealership,3814 460th Ave.,Emmetsburg,Iowa,IA,United States,US,50536,43.094726,-94.677405,,,,,Parts; Sales; Service,NA,001aA000009oF3yQAE
Massey Ferguson,MF,Massey Ferguson; Sunflower,Chupp Implement Company,638525,Dealership,4701 S. Mill Street,Pryor,Oklahoma,OK,United States,US,74362,36.265122,-95.332528,(918) 825-2044,(918) 825-1768,,https://www.chuppimplementcompany.com,Parts; Sales; Service,NA,001C000001gREbvIAG
Massey Ferguson,MF,Massey Ferguson; Sunflower; Gleaner,"S & H Farm Supply, Inc.",633046,Dealership,7 Route A,Lockwood,Missouri,MO,United States,US,65682,37.332489,-93.955762,(417) 232-4700,(417) 232-4040,,https://www.shfarmsupply.com/,Parts; Sales; Service,NA,0018000000UHNhGAAX
Massey Ferguson,MF,Massey Ferguson; Sunflower; Fendt; Challenger; TerraGator; Gleaner; Valtra; RoGator,Butler Ag Equipment,633319,Dealership,6080 Highway 20,Chadron,Nebraska,NE,United States,US,69337,42.829204,-102.973533,(308) 432-5593,() -,,https://www.butlermachinery.com/,Parts; Sales; Service,NA,001C000001K7et7IAB
Massey Ferguson,MF,Massey Ferguson; Sunflower,Ron's Equipment Company,637556,Dealership,33894 State Hwy 52,Keenesburg,Colorado,CO,United States,US,80643,40.072719,-104.415589,(303) 732-4321,(303) 732-4321,,https://www.ronsequipment.com,Parts; Sales; Service,NA,0017T00000EEqf9QAD
Massey Ferguson,MF,Massey Ferguson; Sunflower; Fendt; Challenger; TerraGator; Gleaner; Valtra; RoGator,Butler Machinery Company,632692,Dealership,1715 US Highway 14 West,Huron,South Dakota,SD,United States,US,57350,44.374474,-98.246387,(605) 353-1200,() -,,https://www.butlermachinery.com/,Parts; Sales; Service,NA,001C000000zDVnFIAW
Massey Ferguson,MF,Massey Ferguson; Gleaner,"Carroll Implement, Ltd.",633127,Dealership,1001 Kossuth Avenue,Lu Verne,Iowa,IA,United States,US,50560,42.908029,-94.089514,(515) 882-3261,(515) 882-9007,,https://www.carrollimplement.com/,Parts; Sales; Service,NA,0018000000UHNeVAAX
Massey Ferguson,MF,Massey Ferguson; Sunflower; Fendt; Challenger; TerraGator; RoGator; Gleaner,Ziegler Ag Equipment,632643,Dealership,191 Industrial Parkway,Jackson,Minnesota,MN,United States,US,56143,43.640803,-94.979904,(866) 847-6401,(507) 847-2059,,https://www.zieglercat.com/agriculture/,Parts; Sales; Service,NA,0018000000UHNgJAAX
Massey Ferguson,MF,Massey Ferguson; Sunflower; Gleaner; Challenger,Kruseman Implement Inc.,636349,Dealership,102 1st Ave.,Sully,Iowa,IA,United States,US,50251,41.580935,-92.853763,(641) 594-3702,(641) 594-2930,,https://www.krusemanimplement.com/,Parts; Sales; Service,NA,0018000000UHNdlAAH
Massey Ferguson,MF,Massey Ferguson; Sunflower; Challenger; Gleaner; TerraGator; Fendt; RoGator,Redlund Equipment,633599,Dealership,1717 2nd Ave,Greeley,Colorado,CO,United States,US,80631,40.41128,-104.681239,(970) 378-1202,(970) 378-1396,,https://www.redlundequipment.com/,Parts; Sales; Service,NA,00106000022yCgfAAE
Massey Ferguson,MF,Massey Ferguson; Sunflower; Gleaner; Challenger,McKim Tractor Service,636421,Dealership,"2718 Lincoln Avenue
Route 5",Oskaloosa,Iowa,IA,United States,US,52577,41.282,-92.6477,(641) 673-7858,(641) 673-6172,,https://www.mckimtractor.com/,Parts; Sales; Service,NA,0018000000UHNdhAAH
Massey Ferguson,MF,Massey Ferguson; Sunflower; Fendt; Challenger; TerraGator; Gleaner; Valtra; RoGator,Butler Machinery Company,632665,Dealership,20571 Truck Stop  Ave,Pierre,South Dakota,SD,United States,US,57501,44.40025,-100.293,(605) 224-5400,(701) 298-1717,,https://www.butlermachinery.com/,Parts; Sales; Service,NA,0018000000UHNg6AAH
Massey Ferguson,MF,Massey Ferguson; Sunflower; Gleaner; Valtra,"McKeown Farm and Lawn, LLC",635718,Dealership,2061 North Morley,Moberly,Missouri,MO,United States,US,65270,39.445318,-92.434294,(660) 263-1137,(660) 263-1288,,https://www.mckeownfl.com,Parts; Sales; Service,NA,0010600001x7h3QAAQ
Massey Ferguson,MF,Massey Ferguson,Deitering Brothers Inc.,637152,Dealership,1109 360 Street,Bancroft,Iowa,IA,United States,US,50517,43.285769,-94.228958,(515) 885-2314,(515) 885-2611,,https://www.deiteringbrothers.com/,Parts; Sales; Service,NA,0018000000UHNeWAAX
Massey Ferguson,MF,Massey Ferguson; Sunflower; Challenger; Gleaner,Brown Co.,636976,Dealership,900 E. Valley Road,Torrington,Wyoming,WY,United States,US,82240,42.058135,-104.174035,(307) 532-2444,(307) 532-7660,,https://www.gobrownco.com/,Parts; Sales; Service,NA,0018000000UHNmSAAX
Massey Ferguson,MF,Massey Ferguson; Sunflower; Challenger; Gleaner; Fendt; TerraGator; Valtra; RoGator,Parallel Ag Southern Plains LLC,636376,Dealership,5201 S. Hwy. 81,Chickasha,Oklahoma,OK,United States,US,73018,34.99679,-97.93413,(405) 224-5056,(405) 224-5060,,https://www.parallelag.com/,Parts; Sales; Service,NA,0018000000UHNgqAAH
Massey Ferguson,MF,Massey Ferguson,Midwest Equipment NWA LLC,636391,Dealership,3890 US 412,Siloam Springs,Arkansas,AR,United States,US,72761,36.179913,-94.50299,(479) 367-2180,,,https://www.midwestequipmentnwa.com/,Parts; Sales; Service,NA,0017T00000p3XWjQAM
Massey Ferguson,MF,Massey Ferguson; Sunflower; Gleaner; Valtra; Challenger,Tompkins Implement Company,630876,Dealership,3271 Highway 52 West,Eldon,Missouri,MO,United States,US,65026,38.351699,-92.594313,(573) 392-4410,(573) 392-1646,,https://www.tompkinsimplement.com/,Parts; Sales; Service,NA,0018000000UHNirAAH
Massey Ferguson,MF,Massey Ferguson; Sunflower; Fendt; Challenger; TerraGator; Gleaner; Valtra; RoGator,Parallel Ag Southern Plains LLC,636379,Dealership,11660 US Hwy 87,Dalhart,Texas,TX,United States,US,79022,36.015243,-102.471713,(806) 884-4740,() -,,https://www.parallelag.com/,Parts; Sales; Service,NA,001C000001TZWZJIA5
Massey Ferguson,MF,Massey Ferguson; Sunflower; Gleaner; Valtra; Challenger,The Farm Shop Inc.,636208,Dealership,54618 State Hwy 6,Edina,Missouri,MO,United States,US,63537,40.1681,-92.1503,(660) 397-3550,(660) 397-3963,,https://www.farmshopinc.com/,Parts; Sales; Service,NA,0018000000UHNZuAAP
Massey Ferguson,MF,Massey Ferguson; Sunflower; Challenger,"Goos Implement, Ltd.",636712,Dealership,1333 Hwy 96 East,Gladbrook,Iowa,IA,United States,US,50635,42.181947,-92.702182,(641) 473-2403,(641) 473-2120,,https://www.goosimplement.com/,Parts; Sales; Service,NA,0018000000UHNaVAAX
Massey Ferguson,MF,Massey Ferguson; Sunflower,Ron's Equipment Company,637555,Dealership,906 N US Highway 287,Fort Collins,Colorado,CO,United States,US,80524,40.625718,-105.090385,(970) 221-5296,(970) 490-1683,,https://www.ronsequipment.com/,Parts; Sales; Service,NA,0017T00000EEr9GQAT
Massey Ferguson,MF,Massey Ferguson; Sunflower; Fendt; Challenger; TerraGator; RoGator; Gleaner,Ziegler Ag Equipment,632561,Dealership,1200 N. Hwy 59,Marshall,Minnesota,MN,United States,US,56258,44.46373,-95.793387,(800) 325-4929,(507) 537-1519,,https://www.zieglercat.com/agriculture/,Parts; Sales; Service,NA,0018000000UHNgHAAX
Massey Ferguson,MF,Massey Ferguson; Sunflower; Gleaner,"Marshfield Mach. Co.,Inc.",636404,Dealership,222 E. Madison,Marshfield,Missouri,MO,United States,US,65706,37.337894,-92.90541,(417) 859-2117,(417) 468-3011,,https://www.marshfieldmachinery.com/,Parts; Sales; Service,NA,0018000000UHNhIAAX
Massey Ferguson,MF,Massey Ferguson; Gleaner; Sunflower; Fendt; Challenger; TerraGator; RoGator,Ziegler Ag Equipment,630620,Dealership,17075 Market Ave.,Holland,Iowa,IA,United States,US,50642,42.454599,-92.771052,(319) 824-8702,(319) 824-8702,,https://www.zieglercat.com/agriculture/,Parts; Sales; Service,NA,0017T00000Lg1G7QAJ
Massey Ferguson,MF,Massey Ferguson; Sunflower; Gleaner; Valtra,"Lauf Equipment Company, Inc.",636360,Dealership,541 W. Hwy. 94,Jefferson City,Missouri,MO,United States,US,65101,38.598015,-92.159781,(573) 635-6836,(573) 635-8538,,https://www.laufequipment.com/,Parts; Sales; Service,NA,0018000000UHNhFAAX
Massey Ferguson,MF,Massey Ferguson; Sunflower; Gleaner; Challenger,Dumont Implement,635449,Dealership,410 South Street,Dumont,Iowa,IA,United States,US,50625,42.745188,-92.969886,(641) 857-3216,(641) 857-3865,,https://www.markstractor.com,Parts; Sales; Service,NA,001C000001Ta8xpIAB
