brand,dealer_name,address,city,state_region,country,postal_code,latitude,longitude,phone,fax,email,website,dealer_type,services_offered,dealer_id,source
Landini,Coast & Valley Tractors,", 2258 Fountaindale, NSW",NSW,,AU,,-33.3346375,151.4045193,(02) 4360 4040,,jamie.martin@tractors4u.com.au,https://www.tractors4u.com.au/,,,1916,argo_au
Landini,Coffs Harbour Farm Machinery,", 2456 Woolgoolga, NSW",NSW,,AU,,-30.1251448,153.1923286,(02) 6654 0658,,coffsfarmmachinery@bogpond.com,,,,1920,argo_au
Landini,Elders Machinery,", 3875 Bairnsdale, VIC",VIC,,AU,,-37.8426555,147.5888914,(03) 5153 6100,,bairnsdale@elders.com.au,https://www.eldersmachinery.com.au/products/tractors/landini-tractors,,,1905,argo_au
Landini,Farm Moto,", 2480 Lismore, NSW",NSW,,AU,,-28.8069293,153.2569388,(02) 6622 3999,,info@farmmoto.com.au,https://www.farmmoto.com.au/,,,1921,argo_au
Landini,Goulpro Power Pumps & Sheds,", 2580 Goulburn, NSW",NSW,,AU,,-34.7473805,149.7451596,(02) 4822 4895,,,http://goulpro.com.au/,,,1913,argo_au
Landini,Greg Allan Farm Machinery PL,", 3300 Hamilton, VIC",VIC,,AU,,-37.7377642,142.0118348,(03) 5572 4884,,admin@gregallanfarmmachinery.com.au,http://www.gafm.com.au/,,,1908,argo_au
Landini,Greg Allan Farm Machinery PL,", 3249 Colac West, VIC",VIC,,AU,,-38.3340843,143.5464501,(03) 5231 5136,,admin@gregallanfarmmachinery.com.au,http://www.gafm.com.au/,,,1909,argo_au
Landini,INLON PTY LIMITED,"17 Catamaran Road, Fountaindale NSW, Australia",Fountaindale NSW,,AU,,-33.33473250000001,151.4048635,+61 2 4360 4000,,mail@inlon.com.au,http://inlon.com.au/,,,6219,argo_au
Landini,Konigs Shepparton,", 3631 Shepparton, VIC",VIC,,AU,,-36.3886587,145.4373546,(03) 5821 4411,,sales@konigs.com.au,https://www.konigs.com.au/,,,1911,argo_au
Landini,LANDINI CENTRAL ADELAIDE,", 5094 Gepps Cross, SA",SA,,AU,,-34.8482497,138.5836554,08 8139 7222,,admin@landinicentral.com.au,https://www.landinicentral.com.au/,,,1936,argo_au
Landini,LANDINI CENTRAL NARACOORTE,", 5271 Naracoorte, SA",SA,,AU,,-36.9593219,140.729681,(08) 8762 0123,,admin@landinicentral.com.au,https://www.landinicentral.com.au,,,1934,argo_au
Landini,LANDINI CENTRAL SUMMERTOWN,", 5141 Summertown, SA",SA,,AU,,-34.9592068,138.72952,(08) 8390 3017,,admin@landinicentral.com.au,https://www.landinicentral.com.au,,,1935,argo_au
Landini,Marshall Machinery Pty Ltd,", 7277 Legana, TAS",TAS,,AU,,-41.3714202,147.0541265,(03) 6330 1808,,rod@marshallmachinery.com.au,https://www.marshallmachinery.com.au/,,,1904,argo_au
Landini,New Era Machiney,", 2800 Orange, NSW",NSW,,AU,,-33.3012103,149.098794,(02) 6361 3355,,glen@newera.net.au,http://nene7051.staging-cloud.netregistry.net/,,,1914,argo_au
Landini,North East AG & Industrial,", 3677 Wangaratta, VIC",VIC,,AU,,-36.3490255,146.3345366,(03) 5721 6002,,brendon@northeastag.com.au,https://northeastag.com.au/,,,1912,argo_au
Landini,RP Motors Pty Ltd,", 3030 Werribee, VIC",VIC,,AU,,-37.9225673,144.7019409,(03) 9742 1360,,rpmotors.werribee@bigpond.com.au,https://www.rpmotors.com.au/landini,,,1907,argo_au
Landini,Seville Tractors Pty Ltd,", 3139 Seville, VIC",VIC,,AU,,-37.7953832,145.4727984,(03) 5964 4649,,matthewg@sevilletractors.com.au,https://www.sevilletractors.com.au/,,,1910,argo_au
Landini,Sharman Machinery,", 2370 Glen Innes, NSW",NSW,,AU,,-29.7646084,151.7335996,(02) 6732 3079,,o.sharman@nsw.chariot.net.au,https://www.sharmanmachinery.com.au/,,,1919,argo_au
Landini,Sheathers Machinery PL,", 2429 Wingham, NSW",NSW,,AU,,-31.8689268,152.3672045,(02) 6553 4507,,admin@sheathersmachinery.com.au,http://www.sheathersmachinery.com.au/,,,1918,argo_au
Landini,Stockers & Partridge PL,", 2421 Paterson, NSW",NSW,,AU,,-32.6047724,151.6164054,(02) 4938 5154,,sales@stockerspartridge.com.au,https://www.stockerspartridge.com.au/,,,1917,argo_au
Landini,TannerTrack Tractors & Equipment,", 3810 Pakenham, VIC",VIC,,AU,,-38.0984611,145.4717305,(03) 5922 4505,,david@tannertrack.com.au,https://www.tannertrack.com.au/collections/landini-tractors,,,1906,argo_au
Landini,The Water Shed,", 4860 Innisfail, QLD",QLD,,AU,,-17.5152184,146.0087272,(07) 4061 6177,,sales@thewatershed.com.au,https://www.thewatershed.com.au/,,,1926,argo_au
Landini,The Water Shed,", 4854 Tully, QLD",QLD,,AU,,-17.935198,145.9325604,(07) 4068 2191,,sales@thewatershed.com.au,https://www.thewatershed.com.au/,,,1925,argo_au
Landini,Town & Country Mowers,", 2850 Mudgee, NSW",NSW,,AU,,-32.6050966,149.5981904,(02) 6372 2404,,shop@towncountry.store,,,,1915,argo_au
Landini,Tractors North,", 2484 Murwillumbah, NSW",NSW,,AU,,-28.3395891,153.4197649,(02) 6672 3873,,adam@tractorsnorth.com,https://www.tractorsnorth.com/,,,1922,argo_au
Landini,Tranzmile Burnett,", 4610 Kingaroy, QLD",QLD,,AU,,-26.5533441,151.8257571,(07) 4162 1266,,,https://www.tranzmile.com/home.aspx,,,1923,argo_au
Landini,WESTERN AG,", 6105 Kewdale, Australia",Kewdale,,AU,6105,-31.9757882,115.9492245,0061 08 9353 6466,0061 08 9353 6499,sales@westernag.net.au,http://westernaglandini.com.au/,,,1823,argo_as
Landini,WESTERN AG BUNBURY,", 6230 Davenport, WA",WA,,AU,,-33.3619593,115.6805405,(08) 9725 7011,,sales@westernag.net.au,http://westernaglandini.com.au/,,,1937,argo_au
Landini,WESTERN AG CARNARVON,",  Carnarvon, WA",WA,,AU,,-24.8713198,113.687231,1800 636 700,,,http://westernaglandini.com.au/contact-us/,,,1933,argo_au
Landini,WESTERN AG KUNUNURRA,", 6743 Kununurra, WA",WA,,AU,,-15.7357852,128.7144352,Freecall: 1800 636 700,,,http://westernaglandini.com.au/,,,1932,argo_au
Landini,WESTERN AG PERTH HEAD OFFICE,", 6105 Kewdale, WA",WA,,AU,,-31.9760719,115.9491199,(08) 9353 6466,,sales@westernag.net.au,http://westernaglandini.com.au/,,,1938,argo_au
Landini,OPTICOM,", 6003 Stara Zagora, Bulgaria",Stara Zagora,,BG,6003,42.4202156,25.610432,Ph: 0887 648 912,042/616 640,opticom@opticom-bg.com,,,,1856,argo_as
Landini,SVF Gerona,"Av. Cristo Redentor, Santa Cruz de la Sierra, Bolivia",Santa Cruz de la Sierra,,BO,,-17.7346695,-63.1693369,+591 77004182,,,https://svfbolivia.com/,,,6194,argo_es-ar
Landini,Agramaq,",  Piraju, São Paulo",São Paulo,,BR,,-23.2137129,-49.3769646,(14) 3351-2776 (14) 3351-6014,,,,,,2085,argo_pt-br
Landini,Agrifama,",  Leopoldina, Minas Gerais",Minas Gerais,,BR,,-21.5249327,-42.6440285,32-3441-5111 / 3441-6965,,,,,,2083,argo_pt-br
Landini,Agrimar Filial Aurora,"Agrimar Filial 16 - Aurora - SC-350, KM 375, Aurora - SC, 89186-000, Brazil",89186-000,,BR,,-27.3864023,-49.6089402,(47) 3300-2450,,,https://www.agrimar.com.br/,,,2073.1,argo_pt-br
Landini,Agrimar Filial Bom Jesus,"R. Guerino Grazziotin - Cohab, Bom Jesus - RS, Brazil",Bom Jesus - RS,,BR,,-28.6633662,-50.431814,(54) 3642-1610,,,https://www.agrimar.com.br/,,,2073.2,argo_pt-br
Landini,Agrimar Matriz,",  Montenegro, Rio Grande do Sul",Rio Grande do Sul,,BR,,-29.6601994,-51.4381104,(51) 3632-6740,,,https://www.agrimar.com.br/,,,2073.0,argo_pt-br
Landini,Agro Comercial Rudnik,",  Itaiópolis, Santa Catarina",Santa Catarina,,BR,,-26.525931,-49.84316,(47) 98498-0789,,,http://agrocomercialrudnik.com.br/,,,2094,argo_pt-br
Landini,Agroinova Tecnologia Agrícola,", 85904460 Toledo, Paraná",Paraná,,BR,,-24.7088437,-53.7644821,(45)3252-3305,,,,,,2057,argo_pt-br
Landini,Agrolucas,", 69310065 Boa Vista, Roraima",Roraima,,BR,,3.100933564668437,-60.651178790570526,(95) 99116-0567,,,,,,2047,argo_pt-br
Landini,Agromaq,",  Sombrio, Santa Catarina",Santa Catarina,,BR,,-29.073388505727603,-49.62658022442138,(48) 99979-7378,,,,,,2055,argo_pt-br
Landini,Agrovale Bagé Filial 03 - Agro Comercial dos Vales Ltda,"Rua Belchior Silva Dias, 215 - Industrial, Bagé - RS, Brazil",Bagé - RS,,BR,,-31.3019188,-54.0836827,(53) 99965-5954,,comercial_bage@agrovalers.com.br,,,,2101.2,argo_pt-br
Landini,Agrovale Filial 01 - Agro Comercial dos Vale Ltda,"R. Marcelo Gama, 3470 - Nossa Sra. de Fatima, Cachoeira do Sul - RS, 96503-798, Brazil",96503-798,,BR,,-30.02538156422921,-52.91637822869249,(51) 3630-0364/(51) 99970-7400,,comercial2@agrovalers.com.br,,,,2101.1,argo_pt-br
Landini,Agrovale Matriz - Agro Comercial dos Vale Ltda,"Cruzeiro do Sul - RS, 95930-000, Brazil",95930-000,,BR,,-29.5122235,-52.0427297,(51) 99679-3542 - (51) 2101-1738,,ecommerce@agrovalers.com.br,https://www.agrovalers.com.br/,,,2101.0,argo_pt-br
Landini,Agrícola Bavaria,",  Rolândia, Paraná",Paraná,,BR,,-23.3058046,-51.3632795,(43) 3255-2311,,,,,,2068,argo_pt-br
Landini,Amazônia,",  Itaituba, Pará",Pará,,BR,,-4.2490329,-56.027272,(93) 99126-8091,,valmir@amazoniatratorpecas.com.br,https://amazoniatratores.com.br/,,,2069.0,argo_pt-br
Landini,Amazônia,"Av. Cuiabá - Matinha, Santarém - PA, 68030-140",68030-140,,BR,,-2.4590976,-54.7279006,(93) 99126-8091,,valmir@amazoniatratorpecas.com.br,https://amazoniatratores.com.br/,,,2069.1,argo_pt-br
Landini,Boa Vista Máquinas,",  Matupá, Mato Grosso",Mato Grosso,,BR,,-10.1853608,-54.9456507,(66) 99712-3602,,,https://boavistamaquinas.com.br/,,,2081,argo_pt-br
Landini,Borin Máquinas Filial,",  Jardim, Mato Grosso do Sul",Mato Grosso do Sul,,BR,,-21.4852672,-56.1494882,(67) 3251-3134,,,,,,2078.1,argo_pt-br
Landini,Borin Máquinas Matriz,"BR-463, 1733 - Jardim Universitario, Ponta Porã - State of Mato Grosso do Sul, Brazil",Ponta Porã - State of Mato Grosso do Sul,,BR,,-22.565039,-55.69685380000001,(67) 3433-5896,,,,,,2078.0,argo_pt-br
Landini,Comagril,",  Araguaína, Tocantins",Tocantins,,BR,,-7.187460899430336,-48.208118693021376,63 3413-7600,,,,,,2067,argo_pt-br
Landini,Comak,",  São Gabriel do Oeste, Mato Grosso do Sul",Mato Grosso do Sul,,BR,,-19.3964493,-54.5676288,(67) 3323-1612,,,,,,2071,argo_pt-br
Landini,Comatral,"Avenida Marcelino Pires, 6365 - Vila Sao Francisco, Dourados - State of Mato Grosso do Sul, Brazil",Dourados - State of Mato Grosso do Sul,,BR,,-22.2226632,-54.7665446,(67) 3424-4465,,,http://comatral.com.br/,,,2080.0,argo_pt-br
Landini,Comatral Filial Maracaju-MS,"8VQW+C4 Maracaju, State of Mato Grosso do Sul, Brazil",State of Mato Grosso do Sul,,BR,,-21.6613809594732,-55.10471241223145,(67) 3454-2392,,,http://comatral.com.br/,,,2080.1,argo_pt-br
Landini,Comill,",  Linhares - ES, Espírito Santo",Espírito Santo,,BR,,-19.4021415,-40.0670118,(27) 3264-0356,,,http://www.comill.com.br/,,,2086,argo_pt-br
Landini,Coopama,",  Machado, Minas Gerais",Minas Gerais,,BR,,-21.6782106,-45.9163477,(35) 3295 - 0131,,,https://coopama.com.br/,,,2074,argo_pt-br
Landini,Coopermil,"Santa Rosa, RS, Brazil",RS,,BR,,-27.8709283,-54.4833028,55 99913-8437,,,https://www.coopermil.com/,,,8511,argo_pt-br
Landini,FIELD TRATORES E IMPLEMENTOS LTDA,"Av. Telmo Sessim, 1360, Capivari do Sul - RS, 95552-000, Brazil",95552-000,,BR,,-30.1474693,-50.5146707,(51) 2191-0002 / (51) 998031972,fieldtratores@gmail.com,claudio_eduardo2005@hotmail.com,,,,2046,argo_pt-br
Landini,Falcão Tratores,"MS-134 - Centro, Nova Andradina - MS, 79750-000, Brazil",79750-000,,BR,,-22.243642,-53.344583,(67) 3461-1666,,comercial@falcaotratores.com.br,https://www.falcaotratores.com.br/,,,2076.0,argo_pt-br
Landini,Falcão Tratores Filial Bataguassu,"7HHP+W2 Bataguassu, State of Mato Grosso do Sul, Brazil",State of Mato Grosso do Sul,,BR,,-21.7201875,-52.4149375,(67) 99809-9497,,comercial@falcaotratores.com.br,https://www.falcaotratores.com.br/,,,2076.2,argo_pt-br
Landini,Falcão Tratores Filial Naviraí,"Av. Campo Grande, Naviraí - MS, 79951-040, Brazil",79951-040,,BR,,-23.0512476,-54.1984815,(67) 3461-1666,,comercial@falcaotratores.com.br,https://www.falcaotratores.com.br/,,,2076.1,argo_pt-br
Landini,Future,",  São Jose do Ouro, Rio Grande do Sul",Rio Grande do Sul,,BR,,-27.7684488,-51.5898957,(54) 3352-1127,,,,,,2070,argo_pt-br
Landini,Gurumáquinas,",  GURUPI, TOCANTINS",TOCANTINS,,BR,,-11.7244438,-49.0613827,(63) 3312-1590,(63) 99229-7968,,http://gurumaquinas.com.br/,,,2066,argo_pt-br
Landini,Landiesel,",  Xanxerê, Santa Catarina",Santa Catarina,,BR,,-26.8661231,-52.4097243,(49) 3433-4022,,,http://tratordiesel.com.br/,,,2098,argo_pt-br
Landini,Lavorpeças,",  Londrina, Paraná",Paraná,,BR,,-23.2946435,-51.1617062,(43) 3305-3717,,,http://www.lavorpecas.com.br/,,,2090,argo_pt-br
Landini,Minas Tratores,", 37410000 Três Corações, Minas Gerais",Minas Gerais,,BR,,-21.7076432,-45.270989,(35) 3234-3417,,,,,,2058,argo_pt-br
Landini,Nova Era,", 89580000 Fraiburgo, Santa Catarina",Santa Catarina,,BR,,-27.01891353350483,-50.93287338960051,049-3960 9264,,,,,,2097,argo_pt-br
Landini,PAXEKO,",  Carlos Barbosa, Rio Grande do Sul",Rio Grande do Sul,,BR,,-29.309184,-51.495148,(54) 3461-2526,,compras@paxeko.com.br,http://www.paxeko.com.br,,,2099.0,argo_pt-br
Landini,PAXEKO - Caxias do Sul,"Rodovia Rota do Sol, 453 - Ana Rech, Caxias do Sul - RS, Brazil",Caxias do Sul - RS,,BR,,-29.1263179,-51.0719503,(54) 9938-0799,,Mauricio@paxeko.com.br,,,,2099.1,argo_pt-br
Landini,Planta Máquinas Filial Cascavel,"Avenida Aracy Tanaka Biazetto, 5608 - Pacaembu, Cascavel - State of Paraná, Brazil",Cascavel - State of Paraná,,BR,,-24.9649897,-53.4223536,(45) 3229-1423,,,http://plantamaquinas.com.br/,,,2061.1,argo_pt-br
Landini,Planta Máquinas Matriz,",  São Miguel do Iguaçu, Paraná",Paraná,,BR,,-25.3541911,-54.2412498,(45) 3565-7144,,,http://plantamaquinas.com.br/,,,2061.0,argo_pt-br
Landini,RR Máquinas,",  Ariquemes, Rondônia",Rondônia,,BR,,-9.766195700176235,-63.05751584335131,(69) 3536-3189,,,https://rrmaquinasro.com.br/,,,2054,argo_pt-br
Landini,Rohr Máquinas Filial,",  São José do Cedro, Santa Catarina",Santa Catarina,,BR,,-26.451115,-53.5117011,(49) 3643-1247,,,https://rohrmaquinas.com.br/,,,2096.1,argo_pt-br
Landini,Rohr Máquinas Matriz,"SC 163, Km 101 Linha Beato Roque, São João do Oeste - SC, 89897-000, Brazil",89897-000,,BR,,-27.051252656553668,-53.6103630065918,(49) 3637-0196,,,https://rohrmaquinas.com.br/,,,2096.0,argo_pt-br
Landini,SOS PECAS E SERVICOS AGRICOLAS LTDA,"São Gotardo, State of Minas Gerais, Brazil",State of Minas Gerais,,BR,,-19.3107686,-46.04897949999999,34 9913-0013,,,,,,2084,argo_pt-br
Landini,Super Safra,",  Capelinha, Minas Gerais",Minas Gerais,,BR,,-17.700204518146794,-42.515279203685054,(33) 3516-6050,,,https://novo.supersafra.com/?filial=agro_cap,,,2056,argo_pt-br
Landini,Toni Cerealista Filial Canoinhas,"Av. Rubens Ribeiro da Silva, no 498 - Água Verde, Canoinhas - SC, 89460-000, Brazil",89460-000,,BR,,-26.1892368,-50.3761313,(47) 3622-5563,,,https://www.tonicerealista.com.br/,,,2093.6,argo_pt-br
Landini,Toni Cerealista Filial Lapa,"Rod. do Xisto, 3116 - Boqueirão, Lapa - PR, 83750-000, Brasil",83750-000,,BR,,-25.7587535,-49.7328361,(41) 3411-8953,,,https://www.tonicerealista.com.br/,,,2093.5,argo_pt-br
Landini,Toni Cerealista Filial Mallet,"R. Sete de Setembro, 406 - Mariana, Mallet - PR, 84570-000, Brazil",84570-000,,BR,,-25.889943,-50.8314195,(42) 3542-1604,,,https://www.tonicerealista.com.br/,,,2093.3,argo_pt-br
Landini,Toni Cerealista Filial Papanduva,"Rua Manuel Ramos Ribeiro, 230 - São Cristóvão, Papanduva - State of Santa Catarina, Brazil",Papanduva - State of Santa Catarina,,BR,,-26.3978936,-50.1631678,(47) 99293-7030,,,https://www.tonicerealista.com.br/,,,2093.4,argo_pt-br
Landini,Toni Cerealista Filial São Mateus do Sul,"R. Manoel Cunha Bitencourt, 1380, São Mateus do Sul - PR, 83900-000, Brazil",83900-000,,BR,,-25.870842,-50.3955026,(47) 3625 1285,,,https://www.tonicerealista.com.br/,,,2093.2,argo_pt-br
Landini,Toni Cerealista Filial União da Vitória,"Avenida Bento Munhoz da Rocha Neto - São Bernardo, União da Vitória - State of Paraná, Brazil",União da Vitória - State of Paraná,,BR,,-26.231525,-51.0981349,(47) 3625-1215,,,https://www.tonicerealista.com.br/,,,2093.1,argo_pt-br
Landini,Toni Cerealista Matriz,",  Irineopolis, Santa Catarina",Santa Catarina,,BR,,-26.241506,-50.7948389,(47) 3625 1285,,,https://www.tonicerealista.com.br/,,,2093.0,argo_pt-br
Landini,Tratorauto,",  Uberlândia, Minas Gerais",Minas Gerais,,BR,,-18.910802,-48.3043519,(34) 3238-2263,,,,,,2082,argo_pt-br
Landini,Tratorpeças,",  Montes Claros, Minas Gerais",Minas Gerais,,BR,,-16.7054879,-43.8369989,(38)3218-6565,,,http://www.grupotratorpecas.com.br/,,,2075,argo_pt-br
Landini,Tratorsolo Filial Castro,"Avenida Prefeito Ronie Cardoso, 296 - Vila Farias, Castro - State of Paraná, Brazil",Castro - State of Paraná,,BR,,-24.806065,-49.9998772,(42) 3035-9105,,,https://tratorsolo.com/,,,2089.2,argo_pt-br
Landini,Tratorsolo Filial Ivaiporã,"Av. Itália, 901 - Ivaiporã, PR, 86870-000, Brasil",86870-000,,BR,,-24.240628,-51.7038129,(43) 3472 3690,,,https://tratorsolo.com/,,,2089.1,argo_pt-br
Landini,Tratorsolo Filial Ponta Grossa,"R. Sen. Flávio C. Guimarães, 1161 (42 - 98443-5178 - Boa Vista, Ponta Grossa - PR, 84070-460, Brasile",Brasile,,BR,,-25.0744643,-50.1856841,(42) 3035-9106,,,https://tratorsolo.com/,,,2089.3,argo_pt-br
Landini,Tratorsolo Matriz,"Rua Iguacu, 101 - Conradinho, Guarapuava - PR, 85045-370, Brasil",85045-370,,BR,,-25.368039,-51.475072,(42) 3035 9100,,,https://tratorsolo.com/,,,2089.0,argo_pt-br
Landini,AgriSales,",  Gaborone, Botswana",Gaborone,,BW,,-24.5297467,25.9948408,+267 390 5326,,admin@agrisales.co.bw,,,,1790,argo_as
Landini,JGR Investments PTY LTD Agrisales,"LOT 28 AGRIPARK MMASHIA AI ROAD BOTSWANA,  Gaborone, Botswana",Gaborone,,BW,,-24.5296125,25.9950469,00267 390 5326,,rampajezer@gmail.com,,,,1146,argo_za
Landini,DERCOMAQ S.A.,",  Quilicura, Chile",Quilicura,,CL,,-33.3706923,-70.7102589,0056 2 5602265,,hugomontaner@dercomaq.cl,http://www.dercomaq.cl,,,1871,argo_es-ar
Landini,Albin Sterzer Landtechnik e.K.,"Ringstraße 8, 97532 Üchtelhausen - Ebertshausen, Bayern",Bayern,,DE,,50.1413739,10.347841,+49 (0) 9724 - 9353,+49 (0) 9724 - 9354,info@sterzer-landtechnik.de,https://sterzer-landtechnik.de/,,,1370,argo_de
Landini,Ali Kfz & Landmaschinen,"Weinviertel Straße 28, 3491 AT - Straß im Straßertale, Niederösterreich",Niederösterreich,,DE,,48.4733395,15.7349108,+43 2735-73736,+43-(0)2735-737364,ali-landmaschinen@aon.at,https://www.ali-gmbh.at/traktoren/mc-cormick,,,1326,argo_de
Landini,Alois Göppel Landtechnik e.K.,"Ulmer Str. 26-28, 87748 Fellheim, Bayern",Bayern,,DE,,48.07669,10.15101,+498335-98703-0,+49 8335 80 13,info@goeppel-landtechnik.de,https://www.goeppel-landtechnik.com/,,,1354,argo_de
Landini,Argo GmbH,"Im Birkfeld 4, 91595 Burgoberbach, Bayern",Bayern,,DE,,49.2430287,10.6067553,+49 9805 319970,,info@argo-traktoren.de,https://www.argotractors.com/de/,,,1393,argo_de
Landini,Ebert Landtechnik,"Dorfwiesenstraße 29, 61197 Florstadt, Hessen",Hessen,,DE,,50.3332301,8.9437344,+49-6041-4476,,service@landtechnik-ebert.de,http://www.landtechnik-ebert.de,,,1425.0,argo_de
Landini,Ebert Landtechnik,"Dorfwiesenstraße 29, 61197 Florstadt - Nieder-Mockstadt, Hessen",Hessen,,DE,,50.33347661500252,8.943594922777253,+49 6041 44 76,+49 6041 47 04,service@landtechnik-ebert.de,http://www.landtechnik-ebert.de/index.php,,,1425.1,argo_de
Landini,Eibl und Wondrak GmbH,"Hofstättenweg 2, 2201 AT- Gerasdorf, Niederösterreich",Niederösterreich,,DE,,48.2782135,16.474421,+43 664 40 32 711,,office@eibl-wondrak.at,http://www.eibl-wondrak.at/,,,1316,argo_de
Landini,Eidenhammer Landtechnik GmbH,"Geretsdorf 16, 5274 AT-Burgkirchen,",AT-Burgkirchen,,DE,5274,48.205387,13.109924,+43 7724 2906,,annahme@lt-eidenhammer.at,http://www.eidenhammer.com/,,,1309,argo_de
Landini,Franz Gady GmbH,"Leibnitzer Straße 76, A-8403 Lebring-Sankt Margarethen,",Lebring-Sankt Margarethen,,DE,8403,46.846386,15.537908,+43 3182 2457,,info@gady.at,https://www.gady.at/,,,1456,argo_de
Landini,Götz GmbH – Servicestützpunkt,"Schwabacher Str. 5-7, 91126 Kammerstein-Haag, Bayern",Bayern,,DE,,49.303953,10.990501,+49 9122 81 45 8,+49 9122 84 30 0,info@goetz24.net,https://www.goetz-kammerstein.de/,,,1441.0,argo_de
Landini,Götz GmbH – Servicestützpunkt,"Schwabacher Str. 5-7, 91126 Kammerstein-Haag, Bayern",Bayern,,DE,,49.3039782,10.9910504,+49 9122 81458,,mail@goetz-kammerstein.de,https://www.goetz-kammerstein.de/,,,1441.1,argo_de
Landini,Hanschick,"Cahnsdorf 176, 15926 Luckau,",Luckau,,DE,15926,51.8500859,13.7433021,+49 3544 – 2315,,info@hanschick-agro.de,https://www.hanschick-agro.de/,,,1376,argo_de
