brand,brand_code,all_brands,dealer_name,dealer_code,dealer_type,address,city,state_region,state_code,country,country_code,postal_code,latitude,longitude,phone,fax,email,website,services_offered,region,account_id
Valtra,VA,Valtra,ACA Partner Gasteiger,1245,Dealership,Kaiserstraße 30,Reith bei Kitzbühel,,,Austria,AT,6370,47.484,12.347,+43 (0) 5356 / 714 95,,info@gasteiger-landtechnik.at,http://www.gasteiger-landtechnik.at,,EME,
Valtra,VA,Valtra,ACA Partner RA-Technik,1244,Dealership,Gewerbepark Ulmich 692,Kappl,,,Austria,AT,6555,47.04,10.333,+43 (0) 5445 / 210 01,,,,,EME,
Valtra,VA,Valtra,ACA Partner Rieder,1286,Dealership,Kottingneusiedl 30,Kottingneusiedl,,,Austria,AT,2135,48.702,16.462,02522 7202,,rieder@aca-group.at,,,EME,
Valtra,VA,Valtra,Adolf TOBIAS GesmbH,13,Dealership,Eduard Klinger Straße 15,St. Andrä-Wördern,,,Austria,AT,3423,48.331,16.2,02242 38100,,valtra@tobias.at,http://www.landtechnik-tobias.at,,EME,
Valtra,VA,Valtra,Anifer Landtechnik GmbH,23,Dealership,Hellbrunner Strasse 4,Anif,,,Austria,AT,5081,47.748,13.067,06246 72397,,office@anifer-landtechnik.com,http://www.anifer-landtechnik.com,,EME,
Valtra,VA,Valtra,BayWa Technik,15,Q Certified Dealer,Galinastrasse 12,Frastanz,,,Austria,AT,6820,47.21,9.658,05522 51891,,technik@baywa.at,http://www.baywa-technik.at,,EME,
Valtra,VA,Valtra,BayWaLamag|Technik,16,Dealership,Hohenemserstrasse 8,Lustenau,,,Austria,AT,6890,47.417,9.663,05577 86181,,technik@baywa.at,http://www.baywa.at,,EME,
Valtra,VA,Valtra,BayWaLamag|Technik,17,Dealership,Häleisen 471,Hittisau,,,Austria,AT,6952,47.463,9.954,05513 20329,,technik@baywa.at,http://www.baywa.at,,EME,
Valtra,VA,Valtra,Christian Pfeiffer,18,Dealership,Neustift 40,Arbesbach,Niederösterreich,,Austria,AT,3925,48.505,14.894,02813 7523,,post@pfeiffer-traktoren.at,http://www.pfeiffer-traktoren.at,,EME,
Valtra,VA,Valtra,ERHART GmbH.,1228,Dealership,Gewerbepark Süd 1,Preding,,,Austria,AT,8504,46.853,15.412,+43 (0) 31 85 / 23 11,,office@erhart.co.at,https://erhart.co.at,,EME,
Valtra,VA,Valtra,Franz Binder,19,Dealership,Lehsdorf 2,,Niederösterreich,,Austria,AT,,48.347,15.288,02758 7255,,steyr.binder@telering.at,http://www.binder001.com,,EME,
Valtra,VA,Valtra,Franz Fischer KG,20,Dealership,Nägelsdorf 22,Straden,,,Austria,AT,8345,46.789,15.838,+43 (0) 34 73 / 75 22,,fischer@aca-group.at,http://www.franzfischer.at/,,EME,
Valtra,VA,Valtra,Gady-Steiner GmbH,21,Dealership,Niederwölz 130,Niederwölz,,,Austria,AT,8831,47.148,14.374,03582 2263,,niederwoelz@gady.at,https://www.gady-steiner.at,,EME,
Valtra,VA,Valtra,Georg Lobnig,22,Dealership,Ruden 11,Ruden,,,Austria,AT,9113,46.66,14.772,04234 229,,landtechnik.lobnig@aon.at,,,EME,
Valtra,VA,Valtra,Grassmair Landtechnik u. Schlosserei GmbH,25,Dealership,Am Lavierenbach 3,Rinn,,,Austria,AT,6074,47.251,11.511,05223 78206,,info@grassmair.at,http://www.grassmair.at,,EME,
Valtra,VA,Valtra,Hirtenlehner GesmbH & Co KG,26,Dealership,Palfau 47,Palfau,,,Austria,AT,8923,47.72,14.841,03638 207,,office@hirtenlehner.co.at,http://www.hirtenlehner.co.at,,EME,
Valtra,VA,Valtra,Hohenwarter Landtechnik,27,Dealership,Lofer 341,Lofer,,,Austria,AT,5090,47.583,12.701,06588 7710,,office@hohenwarter.com,http://www.hohenwarter.com,,EME,
Valtra,VA,Valtra,Jedinger Landtechnik GmbH,29,Dealership,Leithen 15,Geboltskircen,,,Austria,AT,4682,48.154,13.634,07732 3519,,landtechnik@jedinger.co.at,http://www.jedinger.co.at,,EME,
Valtra,VA,Valtra,Johann Ebner Kfz u. Landmaschinen,30,Dealership,Schoberpaß-Bundesstraße 33,Trieben,,,Austria,AT,8784,47.489,14.484,03615 2770,,firma.ebner@netway.at,http://www.ebner-landmaschinen.at,,EME,
Valtra,VA,Valtra,Katzinger Landtechnik GmbH,31,Dealership,Arnreit 52,Arnreit,,,Austria,AT,4122,48.523,13.996,+43 (0) 7282 / 70 604,,wolfgang@katzinger-landtechnik.at,http://www.katzinger-landtechnik.at,,EME,
Valtra,VA,Valtra,Katzler Landtechnik,32,Dealership,Parbasdorf 17,Parbasdorf,,,Austria,AT,2232,48.281,16.589,+43 2247 2200,,manfred.katzler@katzler.at,https://katzler.at/,,EME,
Valtra,VA,Valtra,Klaus Schnitzhofer,33,Dealership,Gosau 178,Gosau,,,Austria,AT,4824,47.583,13.533,06136 8619,,office@kfz-schnitzhofer.at,http://www.landtechnik-salzkammergut.at,,EME,
Valtra,VA,Valtra,Kraftfahrzeuge & Landmaschinen GesmbH,34,Dealership,Am Weitenfeld 9,Neumarkt,,,Austria,AT,4720,48.272,13.74,07733 7242,,info@klm-neumarkt.at,http://www.klm-neumarkt.at,,EME,
Valtra,VA,Valtra,Kreer Landtechnik e.U.,35,Dealership,Gewerbepark 3,Großarl,,,Austria,AT,5611,47.229,13.199,06414 450,,info@kreer.at,http://www.kreer.at,,EME,
Valtra,VA,Valtra,LAFO-Technik GmbH,1237,Dealership,Garnei 238;,Kuchl,,,Austria,AT,5431,47.641,13.134,06245 76869,,office@lafo.at,http://www.lafo.at,,EME,
Valtra,VA,Valtra,Landmaschinen Gaugl GmbH & Co KG,36,Dealership,Vornholz 118,Vorau,,,Austria,AT,8250,47.392,15.833,+43 (0) 33 37 / 22 30,,gaugl@aca-group.at,http://www.gaugl-landmaschinen.at,,EME,
Valtra,VA,Valtra,Landtechnik Biberauer GmbH,37,Dealership,Kreuzner strasse 45,Grein,,,Austria,AT,4360,48.229,14.849,07268 7685-0,,mail@biberauer.at,http://www.biberauer.at,,EME,
Valtra,VA,Valtra,Landtechnik Leitgab,1207,Dealership,Unterdorf 16,Aich,,,Austria,AT,8966,47.423,13.822,0650 5513133,,office@landtechnik-leitgab.at,http://www.landtechnik-leitgab.at,,EME,
Valtra,VA,Valtra,Landtechnik Matthias Scharmüller e.U.,43,Dealership,Reibersdorf 13,Lenzing,,,Austria,AT,4860,47.961,13.634,07662 2701,,office@scharmueller-landtechnik.at,http://www.scharmueller-landtechnik.at,,EME,
Valtra,VA,Valtra,Landtechnik Moosbrugger GmbH,38,Dealership,Ellenbogen 511a,Bezau,,,Austria,AT,6870,47.379,9.897,05514 2575,,info@landtechnik-moosbrugger.at,http://www.landtechnik-moosbrugger.at,,EME,
Valtra,VA,Valtra,LMT-Bugl GmbH,41,Dealership,Harmersdorf 34,Hürm,,,Austria,AT,3383,48.16,15.393,+43 (0) 27 54 / 85 77,,bugl@aca-group.at,http://www.lmt-bugl.at,,EME,
Valtra,VA,Valtra,Lunzer Leopold GmbH,42,Dealership,Markt 23,Kaumberg,,,Austria,AT,2572,48.025,15.902,02765 223,,leo3@lunzer.at,http://www.lunzer.at,,EME,
Valtra,VA,Valtra,Mauch Gesellschaft m.b.H. & Co KG,1206,Dealership,Landstraße 34,Steinerkirchen an der Traun,,,Austria,AT,4652,48.078,13.971,07241 21000,,steinerkirchen@mauch.at,http://www.mauch.at,,EME,
Valtra,VA,Valtra,MAUCH Gesellschaft m.b.H. & Co. KG,44,Q Certified Dealer,Niedernfritzer Straße 161,Eben im Pongau,,,Austria,AT,5531,47.421,13.36,06458 7213,,niedernfritz@mauch.at,http://www.mauch.at,,EME,
Valtra,VA,Valtra,MAUCH Gesellschaft m.b.H. & Co. KG,45,Q Certified Dealer,Mattighofner Strasse 7,Burgkirchen,,,Austria,AT,5274,48.202,13.101,07724 2107,,info@mauch.at,http://www.mauch.at/,,EME,
Valtra,VA,Valtra,MEPID Land u. Kommunaltechnick GmbH,46,Dealership,Gewerbepark 1,St. Marein im Mürztal,,,Austria,AT,8641,47.477,15.379,03864 37099,,service@mepid.at,http://www.mepid.at,,EME,
Valtra,VA,Valtra,Prossinger Wolfgang Landtechnik,47,Dealership,Gramling 2,Köstendorf,,,Austria,AT,5203,47.961,13.211,06216 7282,,firma.prossinger@aon.at,,,EME,
Valtra,VA,Valtra,Roman Leitgeb | Land- &amp; Baumaschinentechnik,48,Dealership,Roman Leitgeb;Schmiedebachweg 1,Riezlern,,,Austria,AT,6991,47.363,10.197,+43 (0) 676 / 333 5025,,info@roman-leitgeb.at,http://www.roman-leitgeb.at,,EME,
Valtra,VA,Valtra,Schauer Land- und Gartentechnik e.U.,51,Dealership,Eggerdinger Straße 8,Andorf,,,Austria,AT,4770,48.373,13.569,+43 7766 2234,,office@schauer-andorf.at,,,EME,
Valtra,VA,Valtra,Schmidhuber Karl GmbH & Co KG,52,Dealership,Schulstrasse 31,Aschach,,,Austria,AT,4421,48.006,14.335,07259 3497,,landtechnik.schmidhuber@kt-net.at,http://landtechnik-schmidhuber.at,,EME,
Valtra,VA,Valtra,Schnitzhofer Klaus,53,Dealership,Vordertalstraße 72,Gosau,,,Austria,AT,4824,47.584,13.531,06136 8619,,,,,EME,
Valtra,VA,Valtra,Thomas Wurmbrand,54,Dealership,Trattenbach 1,Trattenbach,,,Austria,AT,2881,47.613,15.92,02641 8881,,office@kfz-wurmbrand.at,http://kfzwurmbrand.at,,EME,
Valtra,VA,Valtra,Widhalm Landtechnik GmbH,57,Dealership,Hauptstrasse 77,Göpfritz,,,Austria,AT,3800,48.725,15.399,02825 8204,,office@widhalm-landtechnik.at,http://www.widhalm-landtechnik.at,,EME,
Valtra,VA,Valtra,Wiedemayr Landtechnik GmbH,58,Dealership,Panzendorf 194,Heinfels,,,Austria,AT,9919,46.749,12.446,+43 (0)4842 6644,,landtechnik@wiedemayr.at,http://www.wiedemayr.at,,EME,
Valtra,VA,Valtra,Skyline Technics CJSC,1236,Dealership,Salyan Highway 14km,Baku,,,Azerbaijan,AZ,AZ1029,40.303,49.765,+994 (70) 684 18 17,,orkhan.jafarov@skylinemachinery.az,,,EME,
Valtra,VA,Valtra,AGRI2L,94,Dealership,17 Rue Triboureau,ECAUSSINNES,,,Belgium,BE,B-7190,50.572,4.201,067-442457,,lelclercq.bernard@skynet.be,,,EME,
Valtra,VA,Valtra,AGRI2L,103,Dealership,"24, Rue du Parc Industriel",GHISLENGHIEN,,,Belgium,BE,B-7822,50.655,3.86,068-454288,,ets.loiseau@gmail.com,,,EME,
Valtra,VA,Valtra,Agricotrac S.P.R.L.,89,Dealership,110 Grand Rue,BOURDON-HOTTON,,,Belgium,BE,B-6990,50.248,5.397,084-315341,,agricotrac_technique@skynet.be,,,EME,
Valtra,VA,Valtra,Atelier Johan Dubois,98,Dealership,Paradis 46,WODECQ,,,Belgium,BE,7890,50.732,3.713,0032 49845 6525,,atelier.johan.dubois@skynet.be,,,EME,
Valtra,VA,Valtra,Atelier Rigo,1290,Dealership,"8, Rue des Mésanges",HERON,,,Belgium,BE,4217,50.553,5.096,0496-714746,,atelier-rigo@hotmail.com,,,EME,
Valtra,VA,Valtra,De la Chapelle,1202,Dealership,"99B, Rue de la chapelle a la barre",THOREMBAIS SAINT TROND,,,Belgium,BE,1360,50.636,4.779,081-65 40 90,,,,,EME,
Valtra,VA,Valtra,De Weerdt Eddy,92,Dealership,Streepakker 5,RIJKEVORSEL,,,Belgium,BE,2310,51.364,4.791,03-3146957,,deweerdt.eddy@telenet.be,http://www.deweerdteddy.be,,EME,
Valtra,VA,Valtra,DEFAYS&Co SRL,1292,Dealership,"9, Rue Rennequin Sualem",MODAVE,,,Belgium,BE,4577,50.494,5.323,0479-476154,,info@defaysandco.be,,,EME,
Valtra,VA,Valtra,Ets. Andre Rafhay S.P.R.L.,93,Dealership,2 Rue Plagne,GRANDRIEU,,,Belgium,BE,6470,50.195,4.189,060-455525,,rafhayandre@yahoo.fr,,,EME,
Valtra,VA,Valtra,Ets. Jean Renaville,95,Dealership,"32, Rue d'Onhaye",GERIN,,,Belgium,BE,5524,50.243,4.828,082-644750,,jean.renaville@belgacom.net,,,EME,
Valtra,VA,Valtra,Garage Verhaeghe,1293,Dealership,"Osselstraat, 27B",ZONNEBEKE-PASSENDALE,,,Belgium,BE,8980,50.906,3.018,051-777025,,info@tractorenverhaeghe.be,,,EME,
Valtra,VA,Valtra,Goedert Manutation,96,Dealership,"64, Devant le Spinet",LIBRAMONT,,,Belgium,BE,6800,49.922,5.407,061-222764,,info@goedert.be,http://www.goedert.be/,,EME,
Valtra,VA,Valtra,Hoydonckx B.V.B.A,97,Dealership,Hannuitsesteenweg 399,LANDEN-WALSHOUTEM,,,Belgium,BE,3401,50.723,5.081,011-882041,,info@hoydonckx.be,http://www.hoydonckx.be/,,EME,
Valtra,VA,Valtra,Kerkhofs Mechanistaie,108,Dealership,Panisveld 60A,VLIJTINGEN,,,Belgium,BE,3770,50.838,5.597,+32 (0)12 21 31 61,,info@kerkhofsmachanisatie.be,,,EME,
Valtra,VA,Valtra,Mahieu Bernard S.P.R.L.,99,Dealership,"11, Rue de la Botte",FRAIRE,,,Belgium,BE,5650,50.249,4.51,071-650679,,sprlbernardmahieu@gmail.com,,,EME,
Valtra,VA,Valtra,Mariën LMB,100,Dealership,Wilgenstraat 7/A,GEEL,,,Belgium,BE,2440,51.121,5.002,014/740000,,info@marienlmb.be,,,EME,
Valtra,VA,Valtra,MATERMACO NV/SA,101,Dealership,"Z.I. de la Sauvenière;3A, rue des Praules",GEMBLOUX,,,Belgium,BE,5030,50.564,4.699,+32 0 81 62 75 00,,,https://www.valtra.be,,EME,
Valtra,VA,Valtra,Toussaint srl,1291,Dealership,"5, Chausee de Marche",ASSESSE,,,Belgium,BE,5330,50.383,5.004,083-655315,,jadin.dominique@ets-toussaint.be,,,EME,
Valtra,VA,Valtra,Vanneste Agri Services BVBA,91,Dealership,Proosdijstraat 78,OOSTKAMP-HERTSBERGE,,,Belgium,BE,8020,51.108,3.27,050-277291,,info@tractorenvanneste.be,http://www.tractorenvanneste.be,,EME,
Valtra,VA,Valtra,VDK-Technix,106,Dealership,Meerskant 131;,ZELE,,,Belgium,BE,9240,51.049,4.022,+32 479 70 94 64,,kris@vdk-technix.be,https://vdk-technix.be/,,EME,
Valtra,VA,Valtra,Vohamij,107,Dealership,Biesstraat 47;,HEYTHUYSEN,,,Belgium,BE,6093,51.245,5.903,+31 475 49 11 00,,verkoop@vohamij.nl,,,EME,
Valtra,VA,Valtra,Valtra GesmbH,88,Importer,Grautschenhof 24;A-8684 Spital am Semmering,,,,Bosnia and Herzegovina,BA,,47.615,15.751,+43 3853 348,,office@valtra.at,,,EME,
Valtra,VA,Valtra,Zlatex,109,Q Certified Dealer,52 Patriarh Evtimii Blvd.,Stara Zagora,,,Bulgaria,BG,6000,42.426,25.634,+359 42 639 578,,office@zlatex.net,http://www.zlatex.com,,EME,
Valtra,VA,Valtra,AGCO Corporation,201,Importer,"4205 River Green Parkway;Duluth, USA",Duluth,,,Canada,CA,GA 30096-2568,34.017,-84.165,+770.813.9200,,agcoanswers@agcocorp.com,,,NA,
Valtra,VA,Valtra,Inter Agrar Mehanizacija d.o.o.,1232,Dealership,Nikole Tesle 137,Đakovo,,,Croatia,HR,31400,45.334,18.42,+385 800 200 058,,info.cro@inter-agrar.com,https://inter-agrar.com/hr/poljoprivreda-hr/traktori/traktori-valtra/,,EME,
Valtra,VA,Valtra,I.T.M.A. Ltd,208,Importer,"John Kennedy Ave. 62-64, 1046 Pallouriotissa;P.O.BOX 22038",Nicosia,,,Cyprus,CY,1516,35.173,33.385,+357 22 437 111 / -1112,,afantiti@logosnet.cy.net,,,EME,
Valtra,VA,Valtra,"Agrico, s.r.o.",209,Dealership,Čapkova 802,Týniště nad Orlicí,,,Czechia,CZ,51721,50.154,16.073,,,falta@agrico-sro.cz,http://www.agrico-sro.cz,,EME,
Valtra,VA,Valtra,Agrocentrum ZS s.r.o.,210,Dealership,Stránecká Zhoř 120,Měřín,,,Czechia,CZ,59442,49.381,15.927,,,kuratko@agrocentrumzs.cz,http://www.agrocentrumzs.cz,,EME,
Valtra,VA,Valtra,"Agroobchod-sever, s.r.o. – Karlovy Vary",211,Dealership,Příční 275,Dalovice,,,Czechia,CZ,36263,50.249,12.894,,,agro@agroobchod.cz,http://www.agroobchod-s.cz,,EME,
Valtra,VA,Valtra,"Agroobchod-sever, s.r.o. – Litoměřice",212,Dealership,Českolipská 917/6,Litoměřice,,,Czechia,CZ,41201,50.537,14.152,,,agro@agroobchod.cz,http://www.agroobchod-s.cz,,EME,
Valtra,VA,Valtra,"Agroobchod-sever, s.r.o. – Stochov-Slovanka",213,Dealership,Vodárenská 551,Stochov,,,Czechia,CZ,27303,50.141,13.959,,,agro@agroobchod.cz,http://www.agroobchod-s.cz,,EME,
Valtra,VA,Valtra,Agrowest a. s. – Domažlice,214,Dealership,Chrastavická 245,Domažlice,,,Czechia,CZ,34401,49.44,12.944,,,domazlice@agrowest.com,http://www.agrowest.com,,EME,
Valtra,VA,Valtra,Agrowest a. s. - Kožlany,215,Dealership,Družstevní ul. 479,Kožlany,,,Czechia,CZ,33144,49.994,13.531,,,kozlany@agrowest.com,http://www.agrowest.com,,EME,
Valtra,VA,Valtra,Agrowest a. s. – Plzeň,216,Dealership,Božkovská 397/15,Plzeň,,,Czechia,CZ,32600,49.742,13.39,,,info@agrowest.com,http://www.agrowest.com,,EME,
Valtra,VA,Valtra,Agrowest a. s. – Přeštice,217,Dealership,Husova 1128,Přeštice,,,Czechia,CZ,33401,49.576,13.316,,,prestice@agrowest.com,http://www.agrowest.com,,EME,
Valtra,VA,Valtra,Agrowest a. s.- Klatovy,218,Dealership,Dr. Sedláka 779/III,Klatovy,,,Czechia,CZ,33901,49.403,13.268,,,klatovy@agrowest.com,http://www.agrowest.com,,EME,
Valtra,VA,Valtra,Barnet&synové spol. s r.o.,1215,Dealership,Hruška 138,Němčice nad Hanou,,,Czechia,CZ,79827,49.359,17.227,,,,https://www.barnetasynove.cz/,,EME,
Valtra,VA,Valtra,Bohatec s.r.o.,219,Dealership,Vážany 25,Boskovice,,,Czechia,CZ,68001,49.531,16.688,,,bohatec@bohatec.cz,http://www.bohatec.cz,,EME,
Valtra,VA,Valtra,CEMA servis s.r.o.,220,Dealership,Horní Skrýchov 91,Jindřichův Hradec,,,Czechia,CZ,377 01,49.173,15.025,,,pastorek@cemaservis.cz,https://www.cemaservis.cz/,,EME,
Valtra,VA,Valtra,"CIME-plus, s.r.o.",221,Dealership,Pivovarská 12,Drahotuše,,,Czechia,CZ,39301,49.547,17.693,,,p.kozak@cime.cz,http://www.cime-plus.cz,,EME,
Valtra,VA,Valtra,"CIME-S, s.r.o.",222,Dealership,Kaplířova 255,Čížkovice,,,Czechia,CZ,41112,50.492,14.04,,,cimes@cime.cz,http://www.cime.cz,,EME,
Valtra,VA,Valtra,Forest Meri s.r.o.,223,Dealership,Slovákova 387,Slavkov u Brna,,,Czechia,CZ,68401,49.151,16.872,,,smid@forestmeri.cz,http://www.forestmeri.cz,,EME,
Valtra,VA,Valtra,"LIVA Předslavice, spol. s r.o.",224,Dealership,Předslavice 19,Volyně,,,Czechia,CZ,38701,49.132,13.936,,,liva@liva.cz,http://www.liva.cz,,EME,
Valtra,VA,Valtra,LUME S.O.S. pro zemědělství s.r.o.,225,Dealership,Nová Cerekev 145,Nová Cerekev,,,Czechia,CZ,39415,49.419,15.118,,,lubos@lume-sos.cz,http://www.lume-sos.cz,,EME,
Valtra,VA,Valtra,Mitrenga a.s.,226,Dealership,Střítež 275,Střítež,,,Czechia,CZ,73959,49.679,18.569,,,alois@mitrenga.cz,http://www.mitrenga.cz,,EME,
Valtra,VA,Valtra,TOPAGRI s.r.o.,228,Q Certified Dealer,Kostalkova 1527,Beroun,,,Czechia,CZ,26601,49.953,14.047,,,info@topagri.cz,http://www.topagri.cz,,EME,
Valtra,VA,Valtra,"WINCORP AGRI, spol. s.r.o.",229,Dealership,Červený Hrádek 764,Sedlčany,,,Czechia,CZ,26401,49.656,14.453,,,wincorp@seznam.cz,http://www.wincorp.cz,,EME,
Valtra,VA,Valtra,Zálesí a.s.,230,Dealership,,Biskupice 207,,,Czechia,CZ,76341,49.079,17.712,,,mvyslouzil@zalesi.cz,http://www.zalesi.cz,,EME,
Valtra,VA,Valtra,Zálesí a.s.,232,Dealership,Partyzánská 296/40,Bruntál,,,Czechia,CZ,79201,49.986,17.466,,,,http://www.zalesi.cz,,EME,
Valtra,VA,Valtra,ZEOS LOMNICE a.s.,231,Dealership,K Urnovému háji čp. 1276,Lomnice nad Popelkou,,,Czechia,CZ,51251,50.534,15.379,,,radek.fejfar@zeoslomnice.cz,http://www.zeoslomnice.cz,,EME,
Valtra,VA,Valtra,AGCO Danmark A/S,487,Importer,Vesterballevej 5,Fredericia,,,Denmark,DK,7000,55.57,9.747,+45 36 39 49 59,,,http://www.valtra.dk/,,EME,
Valtra,VA,Valtra,Agrotek A/S,489,Dealership,Lupinvej 15,Hobro,,,Denmark,DK,9500,56.653,9.8,+45 96 57 47 00,,,http://www.agrotek.dk,,EME,
Valtra,VA,Valtra,Agrotek A/S,490,Dealership,Østergade 130,Brønderslev,,,Denmark,DK,9700,57.26,9.964,96574700,,info@agrotek.dk,http://www.agrotek.dk,,EME,
Valtra,VA,Valtra,J. Dyhr A/S,495,Dealership,Teglværksvej 8,Gudbjerg,,,Denmark,DK,5892,55.154,10.675,+45 62 25 11 10,,,http://www.jdyhr.dk,,EME,
Valtra,VA,Valtra,Karl Mertz,496,Dealership,Stenstrupvej 2,Sakskøbing,,,Denmark,DK,4990,54.799,11.617,+45 54 70 48 22,,,http://www.karlmertz.dk,,EME,
Valtra,VA,Valtra,Karl Mertz,497,Dealership,Bygmarken 1,Nykøbing F.,,,Denmark,DK,4800,54.8,11.994,+45 54 44 70 35,,,http://www.karlmertz.dk,,EME,
Valtra,VA,Valtra,Karl Mertz,499,Dealership,Industrivej 63,Rønnede,,,Denmark,DK,DK-4683,55.261,12.029,+45 5537 1800,,,http://www.karlmertz.dk,,EME,
Valtra,VA,Valtra,Karl Mertz,1246,Dealership,Sandvikenvej 2,Nakskov,,,Denmark,DK,4900,54.826,11.161,54 92 22 33,,nakskov@karlmertz.dk,https://www.karlmertz.dk/,,EME,
Valtra,VA,Valtra,Midtdjurs Traktorlager A/S,500,Dealership,Tøstrupvej 50,Nimtofte,,,Denmark,DK,8581,56.409,10.582,+45 86 39 84 88,,,http://www.midtdjurstraktorlager.dk,,EME,
Valtra,VA,Valtra,Rasmus Degn A/S,501,Dealership,Høng Landevej 10;Løve,Høng,,,Denmark,DK,4270,55.49,11.293,+45 58 86 93 09,,,http://www.rasmusdegn.dk,,EME,
Valtra,VA,Valtra,Servicecenter Syd / Valtec servicepartner,503,Dealership,Skånevej 31,Rødekro,,,Denmark,DK,6230,55.066,9.351,74 62 13 83,,,,,EME,
Valtra,VA,Valtra,"Sivertsen, Bornholm",492,Dealership,Dyndevej 11,Østermarie,,,Denmark,DK,3781,55.124,14.993,+45 56 47 00 20,,,,,EME,
Valtra,VA,Valtra,Sørvad Auto og Traktorværksted,502,Dealership,Langgade 33,Sørvad,,,Denmark,DK,7550,56.262,8.653,97 43 83 33,,,,,EME,
Valtra,VA,Valtra,Tinghøj Maskinteknik,506,Dealership,Stilbjergvej 50,Varde,,,Denmark,DK,6800,55.661,8.466,40 41 23 33,,,,,EME,
Valtra,VA,Valtra,Valtec,504,Dealership,Bramdrupvej 33,Egtved,,,Denmark,DK,6040,55.599,9.43,+45 75 55 42 66,,,http://www.valtec.dk,,EME,
Valtra,VA,Valtra,Valtec Holmsland,494,Dealership,"Bandsbyvej 11, Kloster",Ringkøbing,,,Denmark,DK,6950,56.129,8.186,+45 97 33 72 11,,,http://www.holmsland.as,,EME,
Valtra,VA,Valtra,Valtec Holmsland,493,Dealership,Vinkelvej 18A,Kjellerup,,,Denmark,DK,8620,56.285,9.418,+45 88 44 77 44,,info@holmsland.as,http://www.holmsland.as/,,EME,
Valtra,VA,Valtra,Valtec Skanderborg,505,Dealership,Låsbyvej 5-7,Skanderborg,,,Denmark,DK,8660,56.044,9.92,+45 86 52 11 33,,,http://www.valtec.dk,,EME,
Valtra,VA,Valtra,AS Taure,509,Q Certified Dealer,Teknika 8 Türi,,,,Estonia,EE,72213,58.825,25.408,+372 3846660 (haldus),,taure@taure.ee,http://www.taure.ee/,,EME,
