brand,parent_company,dealer_name,address,city,state_region,country_code,country_name,postal_code,latitude,longitude,phone,email,website,dealer_type,services_offered
John Deere,Deere & Company,Everglades Equipment Group,6785 114th Avenue North,Largo,FL,US,United States,33773,27.875674,-82.732474,7278288200,leads@info.everglades.equipment,https://www.evergladesfarmequipment.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Fields Equipment Company,3203 Havendale Blvd.,Winter Haven,FL,US,United States,33881,28.0492,-81.7655,8639670602,winterhaven@fieldsequip.com,http://www.fieldsequip.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Tellus Equipment Solutions,750 South IH 35,Pearsall,TX,US,United States,78061,28.8898,-99.1183,8303343634,OnlineSales@tellusequip.com,WWW.TELLUSEQUIP.COM,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Tellus Equipment Solutions,1822 Bendsdale Road,Pleasanton,TX,US,United States,78064,28.9848,-98.5018,8305693833,OnlineSales@tellusequip.com,WWW.TELLUSEQUIP.COM,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Tellus Equipment Solutions,207 N. Sunset Strip,Kenedy,TX,US,United States,78119,28.8166,-97.8607,8305832017,OnlineSales@tellusequip.com,WWW.TELLUSEQUIP.COM,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Tellus Equipment Solutions,688 Hwy 97 East,Floresville,TX,US,United States,78114,29.1638,-98.1368,8303933436,OnlineSales@tellusequip.com,WWW.TELLUSEQUIP.COM,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,"Shoppa's Farm Supply, Inc.",9806 US Hwy 59 North,Victoria,TX,US,United States,77905,28.8219,-96.9193,3615787072,onlinesales@shoppas.inc,http://www.sfstractor.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Fields Equipment Company,17215 Highway 27 North,Minneola,FL,US,United States,34715,28.597,-81.755,3523947181,clermont@fieldsequip.com,http://www.fieldsequip.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Tellus Equipment Solutions,6585 E US Hwy 90,Uvalde,TX,US,United States,78801,29.2704,-99.7093,8302785628,OnlineSales@tellusequip.com,WWW.TELLUSEQUIP.COM,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Tellus Equipment Solutions,133 County Road 4718,Castroville,TX,US,United States,78009,29.3544,-98.8406,8305383451,OnlineSales@tellusequip.com,WWW.TELLUSEQUIP.COM,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Tellus Equipment Solutions,8587 Bandera Road,San Antonio,TX,US,United States,78250,29.522713,-98.639833,2106481765,OnlineSales@tellusequip.com,www.tellusequip.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Tellus Equipment Solutions,3030 N. Austin Street,Seguin,TX,US,United States,78155,29.607,-97.9667,8303795477,OnlineSales@tellusequip.com,WWW.TELLUSEQUIP.COM,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Tellus Equipment Solutions,9080 N Interstate 35,New Braunfels,TX,US,United States,78130,29.796,-98.0181,8303284609,OnlineSales@tellusequip.com,www.tellusequip.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,"Shoppa's Farm Supply, Inc.",1402 FM 3156,Bay City,TX,US,United States,77414,29.015586,-95.97269,9792452711,onlinesales@shoppas.inc,http://www.sfstractor.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,"Shoppa's Farm Supply, Inc.",25830 US 59 Road,EL Campo,TX,US,United States,77437,29.1758,-96.2755,9795438363,onlinesales@shoppas.inc,http://www.sfstractor.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,"Shoppa's Farm Supply, Inc.",625 N SH 60 Hwy,East Bernard,TX,US,United States,77435,29.5372,-96.0736,9793354887,onlinesales@shoppas.inc,http://www.sfstractor.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,"Shoppa's Farm Supply, Inc.",1012 Highway 95 North,Shiner,TX,US,United States,77984,29.437645,-97.165452,3615943312,onlinesales@shoppas.inc,http://www.sfstractor.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Ag-Pro,1695 NW 63rd Street,Ocala,FL,US,United States,34475,29.254,-82.153,3523512383,WOcalaGM@agproco.com,www.agprocompanies.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Ag-Pro,100 South Dancy Street,Hastings,FL,US,United States,32145,29.7137,-81.5137,9046921538,WHastingsGM@agproco.com,www.agprocompanies.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Ag-Pro,1950 State Road 16,St Augustine,FL,US,United States,32084,29.9145,-81.3948,9047707559,WStAugustineGM@agproco.com,WWW.AGPROCOMPANIES.COM,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Ag-Pro,6690 NW 135th Lane,Chiefland,FL,US,United States,32626,29.5267,-82.8849,3524934121,WChieflandGM@agproco.com,www.agprocompanies.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Ag-Pro,9200 NW 13th Street,Gainesville,FL,US,United States,32653,29.7382,-82.3845,3523672632,WGainesvilleFlGM@agproco.com,www.agprocompanies.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Tellus Equipment Solutions,884 Harper Road,Kerrville,TX,US,United States,78028,30.0846,-99.154,8302166854,OnlineSales@tellusequip.com,WWW.TELLUSEQUIP.COM,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Tellus Equipment Solutions,1875 US Highway 87 South,Fredericksburg,TX,US,United States,78624,30.24408,-98.87007,8309977533,OnlineSales@tellusequip.com,WWW.TELLUSEQUIP.COM,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Tellus Equipment Solutions,13220 W Highway 290,Austin,TX,US,United States,78737,30.2019,-97.9885,7379104800,OnlineSales@tellusequip.com,www.tellusequip.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,"Shoppa's Farm Supply, Inc.",1309 E Austin,Giddings,TX,US,United States,78942,30.1809,-96.9249,9795422259,onlinesales@shoppas.inc,http://www.sfstractor.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,King Ranch Ag & Turf,3715 S Sam Houston Pkwy E,Houston,TX,US,United States,77047,29.59937,-95.361454,7139437100,houstonsouth@king-ranch.com,https://www.kingranchagturf.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,"Shoppa's Farm Supply, Inc.",2210 Highway 90,Liberty,TX,US,United States,77575,30.0562,-94.7924,9363367226,onlinesales@shoppas.inc,http://www.sfstractor.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,"Shoppa's Farm Supply, Inc.",9135 College,Beaumont,TX,US,United States,77707,30.065535,-94.198729,4098421128,onlinesales@shoppas.inc,http://www.sfstractor.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,King Ranch Ag & Turf,501 US-59 Loop South,Livingston,TX,US,United States,77351,30.62128,-94.947708,9367885590,livingston@king-ranch.com,https://www.kingranchagturf.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,United Ag & Turf,9819 Highway 6,Navasota,TX,US,United States,77868,30.3825,-96.0666,9368256575,NavasotaJD@unitedagt.com,http://www.UnitedAgAndTurf.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,United Ag & Turf,3110 Highway 21 W,Bryan,TX,US,United States,77803,30.667897,-96.409447,9798227684,BryanJD@unitedagt.com,http://www.UnitedAgAndTurf.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Sunshine Quality Solutions,1716 West Main Street,Franklin,LA,US,United States,70538,29.8052,-91.5048,3378281332,secfln@sqsolutions.com,http://www.SunEquip.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Sunshine Quality Solutions,1524 Ridgefield Road,Thibodaux,LA,US,United States,70301,29.7835,-90.8292,9854465061,secthi@sunequip.com,http://www.SunEquip.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Sunshine Quality Solutions,2300 Hwy 70 E,Donaldsonville,LA,US,United States,70346,30.0936,-90.9339,2254739861,secdon@sunequip.com,http://www.SunEquip.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Sunshine Quality Solutions,2407 Jane Street,New Iberia,LA,US,United States,70563,30.0385,-91.8162,3373656667,secnib@sunequip.com,http://www.SunEquip.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Sunshine Quality Solutions,8015 US Highway 167,Abbeville,LA,US,United States,70510,30.0353,-92.1229,3375174020,secabb@sqsolutions.com,http://www.SunEquip.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Sunshine Quality Solutions,13301 Rieger Road,Baton Rouge,LA,US,United States,70809,30.365102,-91.043211,2257535299,secbtr@sunequip.com,http://www.SunEquip.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Sunshine Quality Solutions,3018 NE Evangeline Thruway,Lafayette,LA,US,United States,70507,30.2846,-92.0206,3372338645,seclaf@sqsolutions.com,http://www.SunEquip.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Sunshine Quality Solutions,1639 Crowley Rayne Highway,Crowley,LA,US,United States,70526,30.2314,-92.3534,3377835366,seccro@sqsolutions.com,http://www.SunEquip.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Sunshine Quality Solutions,802 Westin Oaks Drive,Hammond,LA,US,United States,70403,30.498,-90.5012,9856512598,secham@sunequip.com,http://www.SunEquip.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Sunshine Quality Solutions,74587 Highway 25,Covington,LA,US,United States,70435,30.5158,-90.1192,9858715395,seccov@sunequip.com,http://www.SunEquip.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Ag-Pro,692 SW Arrowhead Terrace,Lake City,FL,US,United States,32024,30.1238,-82.6605,3864876444,WLakeCityGM@agproco.com,WWW.AGPROCOMPANIES.COM,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Ag-Pro,442 72nd Trace NW,Live Oak,FL,US,United States,32064,30.32,-82.976,3863621113,GCallan@agproco.com,www.agprocompanies.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Ag-Pro,2520 County Road 220,Middleburg,FL,US,United States,32068,30.1011,-81.7707,9042722272,WMiddleburgGM@agproco.com,www.agprocompanies.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Ag-Pro,8711 Phillips Highway,Jacksonville,FL,US,United States,32256,30.2091,-81.5779,9042400475,WJacksonvilleGM@agproco.com,www.agprocompanies.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,SunSouth LLC,12436 US 49,Gulfport,MS,US,United States,39503,30.4684,-89.1017,2287018873,mangle@sunsouth.com,http://www.sunsouth.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,United Ag & Turf,800 San Angelo Hwy,Brady,TX,US,United States,76825,31.1419,-99.3486,3255972952,bradyjd@unitedagt.com,http://www.unitedagandturf.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Tellus Equipment Solutions,5515 North US Highway 281,Marble Falls,TX,US,United States,78654,30.6368,-98.261,8306935414,OnlineSales@tellusequip.com,www.tellusequip.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,King Ranch Ag & Turf,774 IH 45 S,Huntsville,TX,US,United States,77340,30.688803,-95.542007,9367886680,huntsville@king-ranch.com,https://www.kingranchagturf.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,United Ag & Turf,1220 E Loop 304,Crockett,TX,US,United States,75835,31.3183,-95.4373,9365442011,CrockettJD@unitedagt.com,http://www.unitedagandturf.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,United Ag & Turf,2401 N Travis Avenue,Cameron,TX,US,United States,76520,30.8691,-96.9723,2546976551,CameronJD@unitedagt.com,http://www.UnitedAgAndTurf.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,King Ranch Ag & Turf,4195 N Wheeler Street,Jasper,TX,US,United States,75951,30.954187,-93.994083,4093847523,bboles@king-ranch.com,https://www.kingranchagturf.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,United Ag & Turf,900 S Medford Drive,Lufkin,TX,US,United States,75901,31.3301,-94.6912,9368997160,LufkinJD@unitedagt.com,http://www.unitedagandturf.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,United Ag & Turf,4000 West 2nd Street,Taylor,TX,US,United States,76574,30.5613,-97.4569,5123525296,TaylorJD@unitedagt.com,http://www.UnitedAgAndTurf.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,United Ag & Turf,2308 Barnhardt Road,Temple,TX,US,United States,76501,31.0514,-97.3307,2547739916,TempleJD@unitedagt.com,http://www.UnitedAgAndTurf.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Sunshine Quality Solutions,4200 Gerstner Memorial Dr.,Lake Charles,LA,US,United States,70607,30.1584,-93.1485,3374371996,seclch@sunequip.com,http://www.SunEquip.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Sunshine Quality Solutions,3360 N Frontage Rd,Jennings,LA,US,United States,70546,30.25,-92.6637,3377343337,secwel@sqsolutions.com,http://www.SunEquip.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Sunshine Quality Solutions,1050 North 8th Street,Eunice,LA,US,United States,70535,30.505,-92.4228,3374574231,seceun@sqsolutions.com,http://www.SunEquip.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Sunshine Quality Solutions,2929 West Landry,Opelousas,LA,US,United States,70570,30.5338,-92.1208,3379424924,secope@sqsolutions.com,http://www.SunEquip.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Sunshine Quality Solutions,625 NW Main Street,Bunkie,LA,US,United States,71322,30.9588,-92.1903,3183467271,secbun@sqsolutions.com,http://www.SunEquip.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,"Goldman Equipment, L.L.C.",4425 MacArthur Drive,Alexandria,LA,US,United States,71302,31.2584,-92.4437,3184428875,waterproof@goldmangreen.com,http://www.goldmanequipment.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Sunshine Quality Solutions,2551 Hospital Road,New Roads,LA,US,United States,70760,30.7036,-91.4762,2256384581,secnro@sqsolutions.com,http://www.SunEquip.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,AGUP Equipment Company,1726 S. Main Street,Poplarville,MS,US,United States,39470,30.8209,-89.5221,6014636070,Info@AgUp.com,https://www.agup.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Sunshine Quality Solutions,1903 Washington Street,Franklinton,LA,US,United States,70438,30.847,-90.1422,9858393686,secfra@sunequip.com,http://www.SunEquip.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,SunSouth LLC,49 West Frontage Road,Lucedale,MS,US,United States,39452,30.9119,-88.599,6019474500,sechols@sunsouth.com,http://www.sunsouth.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,AGUP Equipment Company,1045 Gateway Dr,MCCOMB,MS,US,United States,39648,31.231539,-90.441241,6012767515,Info@AgUp.com,https://www.agup.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,AGUP Equipment Company,7000 US Hwy 49 North,Hattiesburg,MS,US,United States,39402,31.3755,-89.3624,6015446461,Info@AgUp.com,https://www.agup.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Ag-Pro,2890 Industrial Plaza Drive,Tallahassee,FL,US,United States,32301,30.4529,-84.2277,8508775522,WTallahasseeGM@agproco.com,www.agprocompanies.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Ag-Pro,1931 Dothan Road,Bainbridge,GA,US,United States,39817,30.9216,-84.6088,2292464370,WBainbridgeGM@agproco.com,www.agprocompanies.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,SunSouth LLC,903 N. Tennille Avenue,Donalsonville,GA,US,United States,39845,31.049015,-84.877746,2295242449,bharrell@sunsouth.com,http://www.sunsouth.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Flint Equipment Co.,570 E. Crawford Street,Colquitt,GA,US,United States,39837,31.1614,-84.7197,2297583353,trice@flintequipco.com,http://www.flintequipco.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,SunSouth LLC,"168 Ross Clark Circle, Ste 2",Dothan,AL,US,United States,36303,31.251021,-85.384891,3347940691,jdean@sunsouth.com,http://www.sunsouth.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Ag-Pro,2025 US Highway 84 East,Cairo,GA,US,United States,39828,30.8781,-84.1854,2293773383,WCairoGM@agproco.com,www.agprocompanies.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,SunSouth LLC,3 West Main Street,Samson,AL,US,United States,36477,31.1128,-86.0494,3348987156,screws@sunsouth.com,http://www.sunsouth.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Ag-Pro,12793 US Highway 19 South,Thomasville,GA,US,United States,31792,30.8264,-83.9431,2292264881,WThomasvilleGM@agproco.com,www.agprocompanies.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,SunSouth LLC,6675 Chancey Mill Road,Blakely,GA,US,United States,39823,31.3718,-84.9548,2297233595,dcunningham@sunsouth.com,http://www.sunsouth.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Ag-Pro,4281 US Highway 84,Dixie,GA,US,United States,31629,30.792864,-83.667337,2292634133,agprocorporate@agproco.com,www.agprocompanies.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Ag-Pro,8640 US Highway 84,QUITMAN,GA,US,United States,31643,30.785,-83.5952,2293700260,WQuitmanGM@agproco.com,www.agprocompanies.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,Flint Equipment Co.,2764 US Highway 19 NE,Pelham,GA,US,United States,31779,31.1474,-84.1399,2292942631,trice@flintequipco.com,http://www.flintequipco.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,"Lasseter Tractor Co., Inc.",1000 Veterans Parkway N,Moultrie,GA,US,United States,31788,31.2015,-83.7716,2299851027,ashley@lassetertractor.com,http://www.lassetereq.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,SunSouth LLC,8420 Tanner Williams Road,Mobile,AL,US,United States,36608,30.699973,-88.240379,2516493892,ddevine@sunsouth.com,http://www.sunsouth.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,SunSouth LLC,14733 State Highway 59,Foley,AL,US,United States,36535,30.4395,-87.6852,2519435091,lblackmon@sunsouth.com,http://www.sunsouth.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,AG-PRO,3314 Cypress Mill Road,Brunswick,GA,US,United States,31520,31.1937,-81.4781,9122758960,WBrunswickGM@agproco.com,WWW.AGPROCOMPANIES.COM,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,"Lasseter Tractor Co., Inc.",3140 South Carpenter Road,Tifton,GA,US,United States,31793,31.4368,-83.5486,2293964400,brock@lassetertractor.com,http://www.lassetereq.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,"South Plains Implement, Ltd.",18770 Alameda,Tornillo,TX,US,United States,79853,31.4533,-106.1,9157642263,webcontact@spitractor.com,http://www.southplainsimplement.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,"South Plains Implement, Ltd.",125 Highway 192,MESQUITE,NM,US,United States,88048,32.162596,-106.697226,5752330123,webcontact@spitractor.com,http://www.southplainsimplement.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,"South Plains Implement, Ltd.",3993 Tractor Trail,San Angelo,TX,US,United States,76905,31.4943,-100.377,3256534541,webcontact@spitractor.com,http://www.southplainsimplement.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,"South Plains Implement, Ltd.",8631 US Hwy 67,Ballinger,TX,US,United States,76821,31.7134,-99.9664,3253655773,webcontact@spitractor.com,http://www.southplainsimplement.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,United Ag & Turf,511 Santa Anna Avenue,COLEMAN,TX,US,United States,76834,31.8133,-99.409,3256252126,colemanjd@unitedagt.com,http://www.unitedagandturf.com,Agriculture; Lawn & Garden,Sales; Parts; Service
John Deere,Deere & Company,United Ag & Turf,190 Highway 84 West,Goldthwaite,TX,US,United States,76844,31.4805,-98.5699,3256482272,GoldthwaiteJD@unitedagt.com,http://www.unitedagandturf.com,Agriculture; Lawn & Garden,Sales; Parts; Service
